Time,time-sampled,subscriber-count,tft-filter-count,pdp-active,eps-active-bearer,pdp-active-ipv6,eps-active-ipv6-bearer,active-3gdt,ratio-3gdt,pdn-geran-connections,pdn-utran-connections,pdn-eutran-connections,pdn-pgw-connections,pdn-ggsn-connections,pdn-pisc-connections,pdn-online-charging-connections,pdn-dynamic-policy-control-connections,pdn-suspended-connections,pdp-create-attempted__delta,pdp-created__delta,pdp-create-failed__delta,pdp-created-ipv6__delta,pdp-create-failed-ipv6__delta,eps-bearer-creation-attempted__delta,eps-bearer-creation__delta,eps-bearer-creation-failed__delta,eps-bearer-creation-ipv6__delta,eps-bearer-creation-ipv6-failed__delta,eps-s2b-bearer-creation-failed-ipv6__delta,global-eps-completed-dedicated-bearer-activation__delta,global-eps-failed-dedicated-bearer-activation__delta,global-eps-completed-ipv6-dedicated-bearer-activation__delta,global-eps-failed-ipv6-dedicated-bearer-activation__delta,pdp-update-attempted__delta,pdp-updates__delta,pdp-update-failed__delta,eps-bearer-modification-attempted__delta,eps-bearer-modification__delta,eps-bearer-modification-failed__delta,eps-bearer-qos-update-attempted__delta,eps-bearer-qos-update-completed__delta,pdp-successful-deactivations__delta,pdp-failed-deactivations__delta,pdp-deleted-by-idle-supervision__delta,pdp-deleted-by-session-supervision__delta,pdp-deleted-by-command__delta,eps-bearer-deactivation__delta,eps-bearer-deactivation-failed__delta,uplink_packets__delta,uplink_bytes__delta,uplink_dropped-packets__delta,uplink_packets-ipv6__delta,uplink_bytes-ipv6__delta,uplink_dropped-packets-ipv6__delta,downlink_packets__delta,downlink_bytes__delta,downlink_dropped-packets__delta,downlink_packets-ipv6__delta,downlink_bytes-ipv6__delta,downlink_dropped-packets-ipv6__delta,downlink_dropped-packets-suspended__delta,downlink_dropped-bytes-suspended__delta,radius-accounting-failure__delta,successful-3gdt-activations__delta,total-3gdt-request__delta,errors-3gdt__delta
2026-06-02 11:48:02,2026-06-02 11:48:03,690504,10154,45082,649139,8228,147183,24504,54,10448,34636,648328,686455,6946,686381,372172,677538,128,30529.0,12473.0,18057.0,1504.0,24.0,220983.0,106982.0,114011.0,23545.0,1.0,23224.0,120.0,0.0,93.0,0.0,445656.0,445495.0,154.0,2878120.0,2873701.0,1.0,1838.0,1702.0,22655.0,901.0,3333.0,6.0,0.0,207263.0,247.0,2633571133.0,792490491689.0,36892931.0,319878414.0,116722761003.0,9428923.0,6855529343.0,7709696520374.0,30330980.0,865529331.0,940404120425.0,1375333.0,42694.0,9734184.0,12050.0,164574.0,164583.0,101.0
2026-06-02 12:03:01,2026-06-02 12:03:03,690245,10166,45465,648603,8342,146891,24711,54,10358,35111,647793,686325,6929,685836,373907,677011,135,31368.0,12840.0,18529.0,1526.0,23.0,225163.0,110850.0,114294.0,23700.0,1.0,23384.0,124.0,0.0,93.0,0.0,451469.0,451340.0,136.0,2923411.0,2918739.0,0.0,1960.0,1777.0,23227.0,907.0,3172.0,10.0,0.0,211919.0,198.0,2693856131.0,800088960891.0,37518505.0,330253279.0,120009795052.0,9479540.0,7019925918.0,7912698132468.0,30615769.0,891515637.0,972434907945.0,1416924.0,46193.0,12568088.0,12895.0,167412.0,167417.0,101.0
2026-06-02 12:18:01,2026-06-02 12:18:04,691120,10166,45393,649678,8416,147196,24784,55,10416,34983,648876,687334,6933,686370,376367,677523,119,31826.0,13403.0,18420.0,1632.0,34.0,229736.0,115755.0,114004.0,24232.0,1.0,23943.0,86.0,1.0,71.0,0.0,455185.0,455034.0,150.0,2972821.0,2968448.0,1.0,1905.0,1771.0,23911.0,900.0,3214.0,5.0,0.0,215195.0,214.0,2721366311.0,798907950873.0,36338262.0,332162996.0,120625731885.0,9418162.0,7092134839.0,7992498325323.0,28482717.0,895096166.0,973288996838.0,1386275.0,52238.0,11478127.0,15092.0,169328.0,169343.0,91.0
2026-06-02 12:33:02,2026-06-02 12:33:04,690625,10138,44816,649882,8208,147360,24491,55,10430,34377,649093,686942,6930,685448,376960,676615,115,31856.0,12876.0,18983.0,1522.0,46.0,223279.0,109808.0,113462.0,23898.0,0.0,23557.0,119.0,1.0,88.0,0.0,441200.0,441061.0,140.0,2951491.0,2946970.0,3.0,1846.0,1711.0,23143.0,851.0,3330.0,5.0,0.0,210227.0,214.0,2747353935.0,804696471258.0,56270483.0,328411124.0,117577656066.0,9339029.0,7161426708.0,8081281685345.0,29100004.0,889868334.0,970874845042.0,1387295.0,46115.0,14258405.0,15780.0,164300.0,164307.0,113.0
2026-06-02 12:48:01,2026-06-02 12:48:03,689618,10170,44125,649606,7952,147417,24148,55,10420,33703,648801,685986,6931,684012,377471,675146,102,32222.0,12831.0,19389.0,1540.0,47.0,220398.0,107075.0,113325.0,22943.0,1.0,22672.0,108.0,0.0,76.0,0.0,424413.0,424270.0,143.0,2865910.0,2861529.0,1.0,1878.0,1742.0,22617.0,868.0,3339.0,10.0,0.0,208345.0,205.0,2751312812.0,816879741967.0,67980774.0,324205196.0,115662754810.0,9357022.0,7178707559.0,8113084710668.0,29029766.0,889458000.0,970994399955.0,1417241.0,35250.0,8657845.0,17159.0,159358.0,159374.0,104.0
2026-06-02 13:03:02,2026-06-02 13:03:03,689264,10166,43474,649919,7730,147439,23882,55,10420,33053,649123,685647,6941,683244,377309,674386,106,33288.0,14075.0,19213.0,1539.0,38.0,225047.0,111229.0,113822.0,23358.0,1.0,23011.0,89.0,0.0,61.0,0.0,411277.0,411126.0,141.0,2843332.0,2839098.0,0.0,1848.0,1711.0,23836.0,813.0,3380.0,5.0,0.0,212412.0,230.0,2794764179.0,821044192381.0,46406042.0,328603603.0,116105115295.0,9358693.0,7319937300.0,8288089572537.0,28978764.0,901890442.0,985575052295.0,1413828.0,38199.0,10747061.0,16270.0,154204.0,154211.0,90.0
2026-06-02 13:18:01,2026-06-02 13:18:03,687579,10194,42886,648943,7608,146769,23616,55,10365,32521,648148,684089,6936,681218,376741,672371,115,31856.0,12811.0,19049.0,1523.0,27.0,228764.0,115431.0,113318.0,23382.0,4.0,23182.0,80.0,0.0,55.0,0.0,400400.0,400271.0,139.0,2816816.0,2812670.0,2.0,1768.0,1644.0,22205.0,798.0,3407.0,11.0,0.0,217638.0,172.0,2825132050.0,815370302745.0,43469071.0,333584024.0,116734597911.0,8958629.0,7461514709.0,8458927072798.0,28970639.0,921042624.0,1008316510621.0,1328232.0,41827.0,9740718.0,18613.0,151391.0,151397.0,103.0
2026-06-02 13:33:01,2026-06-02 13:33:03,686558,10262,42507,648315,7386,146437,23482,55,10450,32062,647509,683051,6960,680107,375682,671224,111,31771.0,12657.0,19111.0,1510.0,36.0,225269.0,112332.0,112946.0,23922.0,1.0,23691.0,88.0,2.0,52.0,0.0,387605.0,387454.0,151.0,2784121.0,2780342.0,0.0,1758.0,1638.0,21774.0,748.0,3480.0,8.0,0.0,213837.0,200.0,2873563161.0,824306666553.0,57066552.0,337102027.0,118613908329.0,8406636.0,7581392332.0,8607082655320.0,28684660.0,932098979.0,1023378190670.0,1237678.0,36278.0,9746388.0,16493.0,146796.0,146803.0,113.0
2026-06-02 13:48:01,2026-06-02 13:48:03,685566,10224,41507,648363,7127,146288,22863,55,10383,31123,647551,682140,6905,678973,374129,670143,89,31992.0,12427.0,19567.0,1406.0,37.0,222725.0,109291.0,113431.0,23117.0,0.0,22888.0,94.0,0.0,69.0,0.0,375092.0,374949.0,143.0,2734839.0,2730869.0,3.0,1766.0,1622.0,21103.0,702.0,3524.0,7.0,0.0,211603.0,201.0,2886277313.0,830577811882.0,55883881.0,335546163.0,116546719306.0,8303810.0,7601739669.0,8634942466895.0,27870978.0,928772598.0,1022154069837.0,1281515.0,31578.0,7342905.0,17406.0,141888.0,141893.0,114.0
2026-06-02 14:03:01,2026-06-02 14:03:04,683960,10204,41243,647106,7157,145977,22746,55,10339,30899,646308,680639,6894,677338,372374,668524,84,31368.0,12448.0,18918.0,1438.0,29.0,225809.0,112839.0,112968.0,23642.0,2.0,23352.0,86.0,0.0,57.0,0.0,366575.0,366450.0,124.0,2683772.0,2680092.0,0.0,1700.0,1563.0,20645.0,655.0,3536.0,7.0,0.0,215729.0,187.0,2887604620.0,830851496836.0,62758216.0,332875910.0,118502195803.0,8022075.0,7606465313.0,8658598818203.0,28957999.0,912344637.0,1002487460528.0,1234390.0,37735.0,9683372.0,17173.0,139570.0,139578.0,100.0
2026-06-02 14:18:01,2026-06-02 14:18:03,683187,10226,40848,646873,7025,145964,22536,55,10326,30524,646068,680025,6880,676338,369765,667542,91,31332.0,12556.0,18775.0,1347.0,30.0,229977.0,116446.0,113549.0,24045.0,0.0,23800.0,97.0,0.0,69.0,0.0,354273.0,354139.0,135.0,2650923.0,2647348.0,1.0,1571.0,1444.0,20359.0,666.0,3586.0,9.0,0.0,219352.0,175.0,2872189167.0,826720310409.0,47399135.0,331911006.0,120050616711.0,8512674.0,7583200094.0,8632906281268.0,30710725.0,912505879.0,1001423576757.0,1259589.0,43111.0,8565046.0,18360.0,135230.0,135236.0,116.0
2026-06-02 14:33:01,2026-06-02 14:33:03,681611,10244,40407,645794,6929,145642,22143,55,10373,30042,644988,678455,6932,674402,366408,665557,88,30866.0,12100.0,18767.0,1380.0,31.0,226554.0,113969.0,112575.0,24169.0,0.0,23865.0,118.0,1.0,87.0,0.0,346158.0,346017.0,141.0,2626097.0,2622512.0,2.0,1508.0,1381.0,19640.0,685.0,3584.0,8.0,0.0,217046.0,184.0,2854503352.0,804072414164.0,42228528.0,326450888.0,112808122242.0,8619779.0,7564856714.0,8618166422220.0,30291877.0,914699961.0,1008380535538.0,1213850.0,29977.0,7726805.0,17534.0,132044.0,132049.0,110.0
2026-06-02 14:48:01,2026-06-02 14:48:03,680092,10264,40430,644405,6855,145392,22285,55,10397,30038,643593,677060,6956,672634,363100,663768,80,31394.0,12265.0,19129.0,1334.0,29.0,225589.0,112600.0,112982.0,23908.0,0.0,23643.0,106.0,0.0,81.0,0.0,340591.0,340470.0,121.0,2569037.0,2565482.0,1.0,1459.0,1341.0,19608.0,611.0,3462.0,6.0,0.0,216266.0,166.0,2848300960.0,805781585054.0,52514443.0,323319003.0,114405798695.0,8057308.0,7522525160.0,8574459335947.0,29133117.0,896986124.0,987803994464.0,1173251.0,28867.0,7496515.0,19452.0,129505.0,129515.0,76.0
2026-06-02 15:03:01,2026-06-02 15:03:03,678553,10234,39947,643504,6763,145332,21917,55,10394,29543,642697,675645,6977,670684,359900,661798,84,32377.0,13325.0,19053.0,1268.0,25.0,228536.0,115756.0,112791.0,24261.0,3.0,24007.0,93.0,1.0,70.0,0.0,337047.0,336933.0,114.0,2547079.0,2543688.0,3.0,1481.0,1354.0,20596.0,657.0,3608.0,8.0,0.0,219204.0,173.0,2836380994.0,808834142866.0,46808736.0,323220697.0,115217948501.0,8303341.0,7531349052.0,8602085028106.0,29308709.0,902951036.0,997522582735.0,1146595.0,26799.0,5868466.0,20388.0,128140.0,128142.0,79.0
2026-06-02 15:18:01,2026-06-02 15:18:04,677493,10246,39910,642472,6873,145215,21913,55,10363,29540,641666,674645,6910,669225,356982,660403,70,32155.0,13082.0,19071.0,1276.0,25.0,232746.0,119195.0,113546.0,24688.0,1.0,24499.0,83.0,0.0,61.0,0.0,338235.0,338118.0,112.0,2545637.0,2542251.0,1.0,1449.0,1328.0,20318.0,624.0,3405.0,10.0,0.0,223284.0,164.0,2809402400.0,801035843051.0,39683129.0,319677213.0,111372929089.0,8319940.0,7477078929.0,8545293046551.0,29199801.0,901449827.0,996484313836.0,1145466.0,30029.0,7300943.0,21141.0,128205.0,128210.0,97.0
2026-06-02 15:33:01,2026-06-02 15:33:03,677206,10250,39665,642378,6801,145300,21661,55,10398,29274,641558,674290,6931,668639,355329,659802,82,30342.0,11802.0,18540.0,1336.0,29.0,228487.0,114967.0,113526.0,24344.0,2.0,24088.0,85.0,1.0,66.0,0.0,333955.0,333825.0,129.0,2537735.0,2534428.0,1.0,1403.0,1293.0,18862.0,602.0,3459.0,13.0,0.0,218427.0,149.0,2770150950.0,797323865413.0,39191547.0,324671193.0,116829398508.0,8323630.0,7443858754.0,8519117810473.0,30617670.0,913580729.0,1014992985654.0,1188276.0,31757.0,9003135.0,20045.0,126094.0,126098.0,77.0
2026-06-02 15:48:01,2026-06-02 15:48:03,677905,10246,40105,642803,6836,145247,21904,55,10306,29799,642001,675171,6919,669002,354646,660169,91,30848.0,11742.0,19107.0,1273.0,28.0,227579.0,114288.0,113282.0,23910.0,2.0,23693.0,87.0,0.0,58.0,0.0,334498.0,334357.0,147.0,2548465.0,2545044.0,6.0,1616.0,1493.0,18985.0,604.0,3421.0,3.0,0.0,216166.0,163.0,2763298281.0,796748149364.0,38144732.0,323766864.0,115670281591.0,8963408.0,7338139250.0,8395686141761.0,30512717.0,898643931.0,997229370772.0,1226283.0,35609.0,7628665.0,21755.0,125706.0,125705.0,67.0
2026-06-02 16:03:02,2026-06-02 16:03:05,678216,10254,39891,643349,6831,145327,21814,55,10232,29666,642544,675519,6915,669031,353882,660196,83,31002.0,12094.0,18909.0,1342.0,22.0,231023.0,117207.0,113815.0,24316.0,1.0,24110.0,85.0,1.0,61.0,1.0,343395.0,343265.0,130.0,2564618.0,2561167.0,3.0,1646.0,1503.0,19386.0,616.0,3311.0,11.0,0.0,220168.0,163.0,2752994714.0,790343131460.0,47065684.0,324237944.0,116361896402.0,8867368.0,7321338698.0,8375020532174.0,30927266.0,894559893.0,988660079027.0,1273028.0,35617.0,8541912.0,22503.0,128888.0,128894.0,58.0
2026-06-02 16:18:02,2026-06-02 16:18:04,678277,10238,39626,643794,6725,145403,21520,54,10377,29249,642984,675689,6908,668788,353799,659966,64,31380.0,12146.0,19233.0,1298.0,27.0,232019.0,119130.0,112882.0,24373.0,1.0,24205.0,67.0,1.0,53.0,0.0,347011.0,346904.0,107.0,2598066.0,2594605.0,2.0,1510.0,1400.0,19778.0,693.0,3300.0,9.0,0.0,221043.0,169.0,2675854954.0,774134048988.0,42087586.0,317470941.0,112558291199.0,8660472.0,7071456410.0,8081899208514.0,28724783.0,881452914.0,979256996982.0,1232416.0,36173.0,8448956.0,23631.0,129972.0,129975.0,82.0
2026-06-02 16:33:02,2026-06-02 16:33:04,679411,10254,40473,644199,6990,145482,21951,54,10234,30235,643400,676951,6907,669667,354106,660846,97,30868.0,11926.0,18942.0,1308.0,32.0,230976.0,117708.0,113283.0,24327.0,1.0,24077.0,84.0,0.0,54.0,0.0,357287.0,357198.0,89.0,2603914.0,2600256.0,1.0,1527.0,1413.0,19303.0,634.0,3415.0,3.0,0.0,219051.0,174.0,2611038153.0,763244237624.0,38212393.0,318173493.0,113931039800.0,8647846.0,6902531690.0,7879887709065.0,29424842.0,879980191.0,977205523279.0,1228494.0,34963.0,7406995.0,23736.0,133303.0,133307.0,80.0
2026-06-02 16:48:01,2026-06-02 16:48:03,680407,10248,41319,644369,7277,145519,22274,54,10190,31119,643565,677984,6877,670319,355209,661531,135,30921.0,12151.0,18769.0,1320.0,37.0,228730.0,115633.0,113082.0,24101.0,1.0,23798.0,86.0,0.0,59.0,0.0,371832.0,371720.0,107.0,2705230.0,2701481.0,1.0,1536.0,1428.0,20377.0,697.0,3208.0,9.0,0.0,216393.0,204.0,2624342292.0,772385731959.0,41515630.0,318354757.0,116190437152.0,8236130.0,6946149933.0,7918036904465.0,28644124.0,882303741.0,974858047700.0,1202155.0,42706.0,9218906.0,23138.0,137535.0,137543.0,85.0
2026-06-02 17:03:02,2026-06-02 17:03:04,681265,10292,41515,645225,7286,145848,22272,54,10158,31351,644427,679064,6854,670985,356682,662245,125,30925.0,11830.0,19096.0,1314.0,38.0,230704.0,116830.0,113888.0,24157.0,0.0,23841.0,106.0,0.0,71.0,0.0,380752.0,380636.0,121.0,2765247.0,2761318.0,4.0,1604.0,1466.0,20394.0,748.0,3357.0,8.0,0.0,217854.0,178.0,2612256003.0,768460174868.0,42425031.0,315003135.0,115425128554.0,8272673.0,6905908404.0,7860441025377.0,28467326.0,874681550.0,961940271938.0,1189852.0,45857.0,9940874.0,24472.0,140283.0,140282.0,101.0
2026-06-02 17:18:01,2026-06-02 17:18:07,683658,10256,41676,647515,7403,146043,22279,53,10168,31486,646709,681466,6883,673204,359716,664427,98,33508.0,14408.0,19101.0,1394.0,36.0,233181.0,118866.0,114311.0,24273.0,1.0,23902.0,109.0,1.0,82.0,0.0,390400.0,390271.0,129.0,2863520.0,2859503.0,2.0,1702.0,1570.0,23007.0,765.0,3355.0,7.0,0.0,218936.0,195.0,2598136901.0,765908124516.0,43306296.0,315034575.0,113782123379.0,8232492.0,6830122233.0,7763945766753.0,29843076.0,861884356.0,945402177323.0,1256683.0,35892.0,9017762.0,25191.0,143582.0,143591.0,103.0
2026-06-02 17:33:01,2026-06-02 17:33:03,684897,10236,42387,648133,7585,146380,22643,53,10244,32143,647322,682805,6887,674424,361595,665646,108,30488.0,11955.0,18530.0,1325.0,33.0,228670.0,115293.0,113376.0,23798.0,1.0,23426.0,89.0,1.0,64.0,0.0,387440.0,387307.0,128.0,2874084.0,2870153.0,0.0,1657.0,1547.0,20714.0,784.0,3334.0,8.0,0.0,215403.0,203.0,2576894318.0,777506979451.0,37862744.0,312766408.0,115193293813.0,8562377.0,6703527506.0,7615770221613.0,29321705.0,857326584.0,940487007341.0,1258753.0,36420.0,10195366.0,25837.0,142607.0,142614.0,109.0
2026-06-02 17:48:01,2026-06-02 17:48:03,686435,10256,42389,649707,7501,147107,22704,54,10155,32232,648898,684395,6881,675969,362871,667181,110,30425.0,11981.0,18445.0,1273.0,30.0,227628.0,113939.0,113684.0,23738.0,1.0,23364.0,98.0,1.0,77.0,1.0,387627.0,387499.0,133.0,2854286.0,2850265.0,2.0,1667.0,1556.0,20538.0,714.0,3430.0,9.0,0.0,214190.0,184.0,2556752567.0,770029609386.0,42187363.0,312727620.0,114924454592.0,8498289.0,6669755441.0,7572191186291.0,30401170.0,854857720.0,936767219823.0,1262794.0,41218.0,10453542.0,25463.0,141448.0,141448.0,80.0
2026-06-02 18:03:02,2026-06-02 18:03:03,687322,10212,42423,650536,7577,147390,22710,54,10135,32286,649724,685292,6842,676880,364946,668127,119,31768.0,13183.0,18587.0,1380.0,31.0,228232.0,114702.0,113541.0,23533.0,1.0,23247.0,92.0,0.0,70.0,0.0,389051.0,388938.0,113.0,2874327.0,2870283.0,1.0,1630.0,1522.0,21646.0,754.0,3482.0,9.0,0.0,215549.0,191.0,2555458209.0,769277804074.0,36104360.0,313449076.0,114535949180.0,8973519.0,6640943619.0,7524204229442.0,28852696.0,851239892.0,929917183715.0,1299440.0,31403.0,8711610.0,25320.0,142572.0,142579.0,90.0
2026-06-02 18:18:01,2026-06-02 18:18:03,688000,10220,42117,651483,7469,147614,22579,54,10026,32109,650681,685978,6829,677577,365687,668825,104,30446.0,12458.0,17986.0,1350.0,40.0,230015.0,116641.0,113369.0,23690.0,0.0,23395.0,78.0,0.0,55.0,0.0,389477.0,389351.0,126.0,2877687.0,2873728.0,1.0,1663.0,1553.0,20937.0,764.0,3401.0,6.0,0.0,217618.0,187.0,2570523447.0,782870124250.0,55896711.0,319200170.0,116259367222.0,9380334.0,6642145627.0,7519390442970.0,28581535.0,870515766.0,952141432747.0,1336206.0,34697.0,9166711.0,26187.0,142804.0,142807.0,94.0
2026-06-02 18:33:01,2026-06-02 18:33:03,687806,10226,42361,651099,7512,147534,22593,53,10074,32293,650297,685799,6846,677445,365959,668693,105,31701.0,13278.0,18423.0,1429.0,42.0,229234.0,115739.0,113486.0,23983.0,1.0,23685.0,61.0,0.0,35.0,0.0,386943.0,386805.0,138.0,2881009.0,2876972.0,2.0,1700.0,1588.0,21650.0,804.0,3434.0,5.0,0.0,217694.0,155.0,2576447606.0,792465069306.0,59290668.0,319761965.0,118658053113.0,8724797.0,6631091250.0,7498307833428.0,28650320.0,868220780.0,946626269035.0,1334054.0,36242.0,10094975.0,28194.0,141357.0,141361.0,86.0
2026-06-02 18:48:01,2026-06-02 18:48:03,687744,10246,42166,651340,7397,147528,22582,54,10060,32120,650521,685832,6858,677444,366744,668683,120,30731.0,12384.0,18348.0,1313.0,25.0,226483.0,113168.0,113324.0,23531.0,2.0,23161.0,82.0,0.0,66.0,0.0,382670.0,382559.0,111.0,2849279.0,2845275.0,3.0,1641.0,1523.0,20821.0,745.0,3591.0,6.0,0.0,214538.0,188.0,2587776771.0,805118487847.0,50219147.0,322242093.0,119858211817.0,8713461.0,6601688102.0,7448580208043.0,28074037.0,863488984.0,941650866343.0,1307708.0,39264.0,9401198.0,27620.0,140148.0,140151.0,79.0
2026-06-02 19:03:01,2026-06-02 19:03:05,688018,10246,42619,651170,7615,147510,22741,53,10177,32439,650361,686131,6840,677766,366220,669012,106,31551.0,12517.0,19033.0,1464.0,26.0,228760.0,116158.0,112601.0,23859.0,1.0,23516.0,71.0,0.0,55.0,0.0,381472.0,381362.0,110.0,2862270.0,2858229.0,0.0,1656.0,1535.0,20773.0,712.0,3463.0,7.0,0.0,216875.0,174.0,2625684687.0,808326332290.0,43599537.0,329921667.0,121257013378.0,9061038.0,6674787749.0,7528282895293.0,27676170.0,884129190.0,965129885339.0,1321420.0,26537.0,6296354.0,25485.0,139524.0,139530.0,88.0
2026-06-02 19:18:01,2026-06-02 19:18:03,688417,10238,41791,652339,7280,147723,22326,53,10120,31673,651520,686435,6868,678048,366967,669267,112,30512.0,11956.0,18556.0,1387.0,23.0,228767.0,115507.0,113268.0,23088.0,1.0,22883.0,73.0,1.0,48.0,0.0,376657.0,376547.0,110.0,2875250.0,2871454.0,1.0,1590.0,1481.0,20159.0,717.0,3461.0,4.0,0.0,216935.0,211.0,2637960132.0,819581524213.0,43766299.0,337761425.0,126569152202.0,9703753.0,6680772069.0,7520432416621.0,27844619.0,899127109.0,981170785857.0,1344792.0,31085.0,7609425.0,24678.0,138244.0,138251.0,71.0
2026-06-02 19:33:01,2026-06-02 19:33:03,687532,10262,41240,651979,7109,147525,22095,54,10054,31201,651163,685533,6871,677214,366439,668434,106,30966.0,12069.0,18897.0,1407.0,26.0,230326.0,116016.0,114302.0,23677.0,1.0,23312.0,80.0,0.0,52.0,0.0,371251.0,371115.0,136.0,2861315.0,2857549.0,2.0,1634.0,1534.0,20561.0,744.0,3415.0,9.0,0.0,219420.0,209.0,2662681376.0,813044940086.0,49877044.0,344087841.0,124626646403.0,9941561.0,6688568219.0,7534049470512.0,29119713.0,906764171.0,989979236995.0,1479899.0,36384.0,7777932.0,26837.0,136287.0,136287.0,72.0
2026-06-02 19:48:01,2026-06-02 19:48:06,686042,10294,40510,651301,6863,147354,21874,54,10031,30502,650489,684175,6837,675773,366484,667048,78,30811.0,12058.0,18753.0,1347.0,38.0,227857.0,113697.0,114159.0,23371.0,1.0,23044.0,60.0,0.0,40.0,0.0,365840.0,365702.0,132.0,2821824.0,2818021.0,5.0,1543.0,1422.0,20384.0,688.0,3383.0,10.0,0.0,217631.0,192.0,2613296295.0,810857506747.0,57931843.0,334955766.0,125185297867.0,9566974.0,6513640195.0,7317415906018.0,29816072.0,882658872.0,958284656173.0,1349317.0,35149.0,7464231.0,27511.0,135416.0,135428.0,78.0
2026-06-02 20:03:01,2026-06-02 20:03:03,686443,10274,42291,649884,7364,146652,22649,54,10120,32173,649080,684539,6827,676175,367432,667452,109,30867.0,12164.0,18704.0,1384.0,35.0,230477.0,116458.0,114029.0,23581.0,0.0,23394.0,60.0,0.0,31.0,0.0,379484.0,379371.0,119.0,2794751.0,2790728.0,2.0,1614.0,1514.0,20601.0,720.0,3197.0,3.0,0.0,218647.0,202.0,2659991081.0,818296127665.0,53852381.0,341200457.0,127052167168.0,8844238.0,6657468562.0,7480804922269.0,28443642.0,895420157.0,974096951988.0,1266832.0,44167.0,14185503.0,26327.0,139699.0,139702.0,85.0
2026-06-02 20:18:04,2026-06-02 20:18:07,688141,10266,42612,651270,7361,146753,22692,53,10208,32404,650459,686176,6886,677907,369428,669145,94,31304.0,12975.0,18330.0,1507.0,39.0,233858.0,119874.0,113980.0,24303.0,0.0,24089.0,85.0,0.0,53.0,0.0,390448.0,390325.0,123.0,2874932.0,2870796.0,6.0,1823.0,1697.0,22068.0,774.0,3414.0,6.0,0.0,219783.0,220.0,2832201381.0,850487980745.0,70415206.0,361635859.0,133092541823.0,9248317.0,7061475666.0,7916271830688.0,30657753.0,940485413.0,1020061949798.0,1306661.0,44343.0,12378215.0,26443.0,143684.0,143690.0,75.0
2026-06-02 20:33:01,2026-06-02 20:33:03,689394,10266,42583,652688,7434,146798,22847,54,10245,32337,651874,687619,6829,679296,372349,670607,123,32439.0,14048.0,18389.0,1450.0,35.0,230782.0,118276.0,112500.0,24285.0,1.0,24097.0,55.0,1.0,33.0,0.0,380961.0,380841.0,120.0,2840092.0,2835872.0,3.0,1827.0,1681.0,23466.0,762.0,3556.0,5.0,0.0,216592.0,204.0,2965738501.0,886090192521.0,62083127.0,371972647.0,137167129540.0,8853021.0,7323997754.0,8209378777704.0,30188858.0,962404274.0,1043402517033.0,1224031.0,38926.0,9629884.0,26316.0,141249.0,141261.0,102.0
2026-06-02 20:48:01,2026-06-02 20:48:03,691939,10206,42434,655372,7099,147408,22994,54,10308,32129,654570,690146,6851,681888,376889,673183,124,32312.0,13440.0,18873.0,1584.0,27.0,229182.0,117067.0,112112.0,23809.0,0.0,23635.0,36.0,0.0,21.0,0.0,371488.0,371366.0,122.0,2870619.0,2866730.0,2.0,1932.0,1798.0,22549.0,746.0,3575.0,9.0,0.0,214115.0,225.0,3070053666.0,903238076263.0,55922258.0,389244334.0,140673364114.0,8189768.0,7614556012.0,8523402141971.0,31518402.0,995374962.0,1078789627810.0,1204975.0,56830.0,10672734.0,27378.0,139801.0,139799.0,125.0
2026-06-02 21:03:01,2026-06-02 21:03:03,695272,10258,41905,659272,6878,148431,22762,54,10356,31566,658466,693525,6859,685222,380329,676516,104,31271.0,13154.0,18117.0,1528.0,30.0,234367.0,120844.0,113527.0,24510.0,0.0,24324.0,58.0,0.0,38.0,0.0,362370.0,362233.0,137.0,2892748.0,2888860.0,4.0,1946.0,1784.0,22186.0,769.0,3751.0,11.0,0.0,218342.0,210.0,3189393589.0,939951011825.0,58410853.0,399296153.0,142357097491.0,7908759.0,7873621967.0,8807028961860.0,32204296.0,1030489173.0,1117782653520.0,1170755.0,38145.0,9179922.0,29000.0,137387.0,137391.0,125.0
2026-06-02 21:18:01,2026-06-02 21:18:03,695797,10254,41019,660767,6752,148650,22525,55,10332,30675,659962,694099,6856,685788,382879,677099,115,31647.0,13209.0,18437.0,1548.0,35.0,235081.0,121889.0,113192.0,24939.0,2.0,24806.0,47.0,0.0,27.0,0.0,349680.0,349549.0,129.0,2892301.0,2888735.0,2.0,1877.0,1753.0,22023.0,646.0,3718.0,7.0,0.0,222109.0,185.0,3261007666.0,939282369101.0,48194955.0,400292056.0,142698703089.0,8294378.0,8026977991.0,8969235337491.0,32624717.0,1052756823.0,1144630261455.0,1193907.0,36279.0,8538213.0,26202.0,134423.0,134426.0,124.0
2026-06-02 21:33:01,2026-06-02 21:33:03,694816,10228,39408,661373,6208,148941,21836,55,10294,29111,660565,693129,6829,684779,383303,676129,81,30977.0,12878.0,18100.0,1457.0,27.0,231946.0,118773.0,113172.0,24609.0,0.0,24459.0,46.0,0.0,28.0,0.0,330860.0,330738.0,124.0,2841602.0,2838193.0,0.0,1874.0,1740.0,21178.0,564.0,3682.0,6.0,0.0,221074.0,203.0,3260528263.0,938168616344.0,71056526.0,393171217.0,139813814162.0,7744165.0,8008400015.0,8954951112639.0,33327128.0,1027383241.0,1115668359024.0,1145035.0,31783.0,7597773.0,25684.0,128032.0,128040.0,146.0
