Time,Active PDP contexts,Active EPS bearers,Active IPv6 PDP contexts,Active IPv6 EPS bearers,PDP creations, Failed,IPv6 PDP creations, Failed.1,EPS bearer creations, Failed.3,IPv6 EPS bearer creations, Failed.4,Dedicated EPS bearer creations, Failed.5,Dedicated IPv6 EPS bearer creations, Failed.6,PDP updates, Failed.7,EPS bearer modifications, Failed.8,PDP deactivations, Failed.9,PDP deletions by idle-supervision,PDP deletions by session-supervision,PDP deletions by user command,EPS bearer deactivations, Failed.10,Active subscribers,Packets,Bytes,Dropped packets,Packets for IPv6,Bytes for IPv6,Dropped packets for IPv6,Packets.1,Bytes.1,Dropped packets.1,Packets for IPv6.1,Bytes for IPv6.1,Dropped packets for IPv6.1,Traffic flow template filters,Failed RADIUS Accounting procedures,Active DT contexts,Percentage active DT contexts out of active PDP contexts,Total successful DT establishments,Total requests for DT establishments,DT RNC error indications
2026-06-02 11:33:01,44853,648973,8177,147004,125008465,151441445,10100379,222060,1182785572,1219733390,229914573,6947,235471,1854,151200,264,2591697775,1075292,19343240429,19581,171341977,4598585,35132528,69488,0,2321313266,1093554,690191,18113709315036,4919679030972221,607278872607,1916087133212,688475461566209,51467795003,40071713403110,44511751568558316,3630353879602,5275300913775,5823340477545800,12468979530,10178,106388917,24325,54,960298256,960329310,625958
2026-06-02 11:48:02,45082,649139,8228,147183,125020938,151459502,10101883,222084,1182892554,1219847401,229938118,6948,235591,1854,151293,264,2592143270,1075446,19346114130,19582,171364632,4599486,35135861,69494,0,2321520529,1093801,690504,18116342886169,4920471521463910,607315765538,1916407011626,688592184327212,51477223926,40078568932453,44519461265078690,3630384210582,5276166443106,5824280881666225,12470354863,10154,106400967,24504,54,960462830,960493893,626059
2026-06-02 12:03:01,45465,648603,8342,146891,125033778,151478031,10103409,222107,1183003404,1219961695,229961818,6949,235715,1854,151386,264,2592594610,1075582,19349032869,19582,171387859,4600393,35139033,69504,0,2321732448,1093999,690245,18119036742300,4921271610424801,607353284043,1916737264905,688712194122264,51486703466,40085588858371,44527373963211158,3630414826351,5277057958743,5825253316574170,12471771787,10166,106413862,24711,54,960630242,960661310,626160
2026-06-02 12:18:01,45393,649678,8416,147196,125047181,151496451,10105041,222141,1183119159,1220075699,229986050,6950,235801,1855,151457,264,2593049644,1075732,19352001317,19583,171411770,4601293,35142247,69509,0,2321947643,1094213,691120,18121758108611,4922070518375674,607389622305,1917069427901,688832819854149,51496121628,40092680993210,44535366461536481,3630443309068,5277953054909,5826226605571008,12473158062,10166,106428954,24784,55,960799570,960830653,626251
2026-06-02 12:33:02,44816,649882,8208,147360,125060057,151515434,10106563,222187,1183228967,1220189161,230009948,6950,235920,1856,151545,264,2593490705,1075872,19354948287,19586,171434913,4602144,35145577,69514,0,2322157870,1094427,690625,18124505462546,4922875214846932,607445892788,1917397839025,688950397510215,51505460657,40099842419918,44543447743221826,3630472409072,5278842923243,5827197480416050,12474545357,10138,106444734,24491,55,960963870,960994960,626364
2026-06-02 12:48:01,44125,649606,7952,147417,125072888,151534823,10108103,222234,1183336042,1220302486,230032891,6951,236028,1856,151621,264,2593914975,1076015,19357809816,19587,171457530,4603012,35148916,69524,0,2322366215,1094632,689618,18127256775358,4923692094588899,607513873562,1917722044221,689066060265025,51514817679,40107021127477,44551560827932494,3630501438838,5279732381243,5828168474816005,12475962598,10170,106461893,24148,55,961123228,961154334,626468
2026-06-02 13:03:02,43474,649919,7730,147439,125086963,151554036,10109642,222272,1183447271,1220416308,230056249,6952,236117,1856,151682,264,2594326101,1076156,19360648914,19587,171481366,4603825,35152296,69529,0,2322578627,1094862,689264,18130051539537,4924513138781280,607560279604,1918050647824,689182165380320,51524176372,40114341064777,44559848917505031,3630530417602,5280634271685,5829154049868300,12477376426,10166,106478163,23882,55,961277432,961308545,626558
2026-06-02 13:18:01,42886,648943,7608,146769,125099774,151573085,10111165,222299,1183562702,1220529626,230079631,6956,236197,1856,151737,264,2594726372,1076295,19363461584,19589,171503571,4604623,35155703,69540,0,2322796265,1095034,687579,18132876671587,4925328509084025,607603748675,1918384231848,689298899978231,51533135001,40121802579486,44568307844577829,3630559388241,5281555314309,5830162366378921,12478704658,10194,106496776,23616,55,961428823,961459942,626661
2026-06-02 13:33:01,42507,648315,7386,146437,125112431,151592196,10112675,222335,1183675034,1220642572,230103553,6957,236285,1858,151789,264,2595113826,1076446,19366241926,19589,171525345,4605371,35159183,69548,0,2323010102,1095234,686558,18135750234748,4926152815750578,607660815227,1918721333875,689417513886560,51541541637,40129383971818,44576914927233149,3630588072901,5282487413288,5831185744569591,12479942336,10262,106513269,23482,55,961575619,961606745,626774
2026-06-02 13:48:01,41507,648363,7127,146288,125124858,151611763,10114081,222372,1183784325,1220756003,230126670,6957,236379,1858,151858,264,2595488775,1076589,19368972795,19592,171546448,4606073,35162707,69555,0,2323221705,1095435,685566,18138636512061,4926983393562460,607716699108,1919056880038,689534060605866,51549845447,40136985711487,44585549869700044,3630615943879,5283416185886,5832207898639428,12481223851,10224,106530675,22863,55,961717507,961748638,626888
2026-06-02 14:03:01,41243,647106,7157,145977,125137306,151630681,10115519,222401,1183897164,1220868971,230150312,6959,236465,1858,151915,264,2595855225,1076713,19371652887,19592,171567093,4606728,35166243,69562,0,2323437434,1095622,683960,18141524116681,4927814245059296,607779457324,1919389755948,689652562801669,51557867522,40144592176800,44594208468518247,3630644901878,5284328530523,5833210386099956,12482458241,10204,106547848,22746,55,961857077,961888216,626988
2026-06-02 14:18:01,40848,646873,7025,145964,125149862,151649456,10116866,222431,1184013610,1220982520,230174357,6959,236562,1858,151984,264,2596209364,1076848,19374300235,19593,171587452,4607394,35169829,69571,0,2323656786,1095797,683187,18144396305848,4928640965369705,607826856459,1919721666954,689772613418380,51566380196,40152175376894,44602841374799515,3630675612603,5285241036402,5834211809676713,12483717830,10226,106566208,22536,55,961992307,962023452,627104
2026-06-02 14:33:01,40407,645794,6929,145642,125161962,151668223,10118246,222462,1184127579,1221095095,230198526,6959,236680,1859,152071,264,2596555381,1076989,19376922747,19595,171607092,4608079,35173413,69579,0,2323873832,1095981,681611,18147250809200,4929445037783869,607869084987,1920048117842,689885421540622,51574999975,40159740233608,44611459541221735,3630705904480,5286155736363,5835220190212251,12484931680,10244,106583742,22143,55,962124351,962155501,627214
2026-06-02 14:48:01,40430,644405,6855,145392,125174227,151687352,10119580,222491,1184240179,1221208077,230222434,6959,236786,1859,152152,264,2596895851,1077110,19379488229,19596,171626700,4608690,35176875,69585,0,2324090098,1096147,680092,18150099110160,4930250819368923,607921599430,1920371436845,689999827339317,51583057283,40167262758768,44620034000557682,3630735037597,5287052722487,5836207994206715,12486104931,10264,106603194,22285,55,962253856,962285016,627290
2026-06-02 15:03:01,39947,643504,6763,145332,125187552,151706405,10120848,222516,1184355935,1221320868,230246695,6962,236879,1860,152222,264,2597232784,1077224,19382031917,19599,171647296,4609347,35180483,69593,0,2324309302,1096320,678553,18152935491154,4931059653511789,607968408166,1920694657542,690115045287818,51591360624,40174794107820,44628636085585788,3630764346306,5287955673523,5837205516789450,12487251526,10234,106623582,21917,55,962381996,962413158,627369
2026-06-02 15:18:01,39910,642472,6873,145215,125200634,151725476,10122124,222541,1184475130,1221434414,230271383,6963,236962,1860,152283,264,2597570902,1077336,19384574168,19600,171667614,4609971,35183888,69603,0,2324532586,1096484,677493,18155744893554,4931860689354840,608008091295,1921014334755,690226418216907,51599680564,40182271186749,44637181378632339,3630793546107,5288857123350,5838202001103286,12488396992,10246,106644723,21913,55,962510201,962541368,627466
2026-06-02 15:33:01,39665,642378,6801,145300,125212436,151744016,10123460,222570,1184590097,1221547940,230295727,6965,237047,1861,152349,264,2597904727,1077465,19387108596,19601,171686476,4610573,35187347,69616,0,2324751013,1096633,677206,18158515044504,4932658013220253,608047282842,1921339005948,690343247615415,51608004194,40189715045503,44645700496442812,3630824163777,5289770704079,5839216994088940,12489585268,10250,106664768,21661,55,962636295,962667466,627543
2026-06-02 15:48:01,40105,642803,6836,145247,125224178,151763123,10124733,222598,1184704385,1221661222,230319637,6967,237134,1861,152407,264,2598239084,1077612,19389653640,19607,171705461,4611177,35190768,69619,0,2324967179,1096796,677905,18161278342785,4933454761369617,608085427574,1921662772812,690458917897006,51616967602,40197053184753,44654096182584573,3630854676494,5290669348010,5840214223459712,12490811551,10246,106686523,21904,55,962762001,962793171,627610
2026-06-02 16:03:02,39891,643349,6831,145327,125236272,151782032,10126075,222620,1184821592,1221775037,230343953,6968,237219,1862,152468,265,2598582349,1077742,19392214807,19610,171724847,4611793,35194079,69630,0,2325187347,1096959,678216,18164031337499,4934245104501077,608132493258,1921987010756,690575279793408,51625834970,40204374523451,44662471203116747,3630885603760,5291563907903,5841202883538739,12492084579,10254,106709026,21814,55,962890889,962922065,627668
2026-06-02 16:18:02,39626,643794,6725,145403,125248418,151801265,10127373,222647,1184940722,1221887919,230368326,6969,237286,1863,152521,265,2598929253,1077849,19394809412,19612,171744625,4612486,35197379,69639,0,2325408390,1097128,678277,18166707192453,4935019238550065,608174580844,1922304481697,690687838084607,51634495442,40211445979861,44670553102325261,3630914328543,5292445360817,5842182140535721,12493316995,10238,106732657,21520,54,963020861,963052040,627750
2026-06-02 16:33:02,40473,644199,6990,145482,125260344,151820207,10128681,222679,1185058430,1222001202,230392653,6970,237370,1863,152575,265,2599286451,1077938,19397409668,19613,171763928,4613120,35200794,69642,0,2325627441,1097302,679411,18169318230606,4935782482787689,608212793237,1922622655190,690801769124407,51643143288,40218348511551,44678432990034326,3630943753385,5293325341008,5843159346059000,12494545489,10254,106756393,21951,54,963154164,963185347,627830
2026-06-02 16:48:01,41319,644369,7277,145519,125272495,151838976,10130001,222716,1185174063,1222114284,230416754,6971,237456,1863,152634,265,2599658171,1078045,19400111149,19614,171784305,4613817,35204002,69651,0,2325843834,1097506,680407,18171942572898,4936554868519648,608254308867,1922941009947,690917959561559,51651379418,40225294661484,44686351026938791,3630972397509,5294207644749,5844134204106700,12495747644,10248,106779531,22274,54,963291699,963322890,627915
2026-06-02 17:03:02,41515,645225,7286,145848,125284325,151858072,10131315,222754,1185290893,1222228172,230440911,6971,237562,1863,152705,265,2600038807,1078166,19402872467,19618,171804699,4614565,35207359,69659,0,2326061688,1097684,681265,18174554828901,4937323328694516,608296733898,1923256013082,691033384690113,51659652091,40232200569888,44694211467964168,3631000864835,5295082326299,5845096144378638,12496937496,10292,106804003,22272,54,963431982,963463172,628016
2026-06-02 17:18:01,41676,647515,7403,146043,125298733,151877173,10132709,222790,1185409759,1222342483,230465184,6972,237671,1864,152787,265,2600429078,1078295,19405731970,19620,171827706,4615330,35210714,69666,0,2326280624,1097879,683658,18177152965802,4938089236819032,608340040194,1923571047657,691147166813492,51667884583,40239030692121,44701975413730921,3631030707911,5295944210655,5846041546555961,12498194179,10256,106829194,22279,53,963575564,963606763,628119
2026-06-02 17:33:01,42387,648133,7585,146380,125310688,151895703,10134034,222823,1185525052,1222455859,230488982,6973,237760,1865,152851,265,2600816385,1078423,19408602123,19620,171848420,4616114,35214048,69674,0,2326496027,1098082,684897,18179729860120,4938866743798483,608377902938,1923883814065,691262360107305,51676446960,40245734219627,44709591183952534,3631060029616,5296801537239,5846982033563302,12499452932,10236,106855031,22643,53,963718171,963749377,628228
2026-06-02 17:48:01,42389,649707,7501,147107,125322669,151914148,10135307,222853,1185638991,1222569543,230512720,6974,237858,1866,152928,266,2601203884,1078556,19411452388,19622,171868958,4616828,35217478,69683,0,2326710217,1098266,686435,18182286612687,4939636773407869,608420090301,1924196541685,691377284561897,51684945249,40252403975068,44717163375138825,3631090430786,5297656394959,5847918800783125,12500715726,10256,106880494,22704,54,963859619,963890825,628308
2026-06-02 18:03:02,42423,650536,7577,147390,125335852,151932735,10136687,222884,1185753693,1222683084,230536253,6975,237950,1866,152998,266,2601592822,1078669,19414322671,19623,171890604,4617582,35220960,69692,0,2326925766,1098457,687322,18184842070896,4940406051211943,608456194661,1924509990761,691491820511077,51693918768,40259044918687,44724687579368267,3631119283482,5298507634851,5848848717966840,12502015166,10212,106905814,22710,54,964002191,964033404,628398
2026-06-02 18:18:01,42117,651483,7469,147614,125348310,151950721,10138037,222924,1185870334,1222796453,230559943,6975,238028,1866,153053,266,2601982173,1078795,19417196399,19624,171911541,4618346,35224361,69698,0,2327143384,1098644,688000,18187412594343,4941188921336193,608512091372,1924829190931,691608079878299,51703299102,40265687064314,44732206969811237,3631147865017,5299378150617,5849800859399587,12503351372,10220,106932001,22579,54,964144995,964176211,628492
2026-06-02 18:33:01,42361,651099,7512,147534,125361588,151969144,10139466,222966,1185986073,1222909939,230583926,6976,238089,1866,153088,266,2602368978,1078933,19420073371,19626,171933191,4619150,35227795,69703,0,2327361078,1098799,687806,18189989041949,4941981386405499,608571382040,1925148952896,691726737931412,51712023899,40272318155564,44739705277644665,3631176515337,5300246371397,5850747485668622,12504685426,10226,106960195,22593,53,964286352,964317572,628578
2026-06-02 18:48:01,42166,651340,7397,147528,125373972,151987492,10140779,222991,1186099241,1223023263,230607457,6978,238171,1866,153154,266,2602751537,1079044,19422918646,19629,171954012,4619895,35231386,69709,0,2327575616,1098987,687744,18192576818720,4942786504893346,608621601187,1925471194989,691846596143229,51720737360,40278919843666,44747153857852708,3631204589374,5301109860381,5851689136534965,12505993134,10246,106987815,22582,54,964426500,964457723,628657
2026-06-02 19:03:01,42619,651170,7615,147510,125386489,152006525,10142243,223017,1186215399,1223135864,230631316,6979,238242,1866,153209,266,2603132899,1079154,19425776875,19629,171974785,4620607,35234849,69716,0,2327792491,1099161,688018,18195202503407,4943594831225636,608665200724,1925801116656,691967853156607,51729798398,40285594631415,44754682140748001,3631232265544,5301993989571,5852654266420304,12507314554,10246,107013300,22741,53,964566024,964597253,628745
2026-06-02 19:18:01,41791,652339,7280,147723,125398445,152025081,10143630,223040,1186330906,1223249132,230654404,6980,238315,1867,153257,266,2603509446,1079264,19428648329,19630,171994944,4621324,35238310,69720,0,2328009426,1099372,688417,18197840463539,4944414412749849,608708967023,1926138878081,692094422308809,51739502151,40292275403484,44762202573164622,3631260110163,5302893116680,5853635437206161,12508659346,10238,107037978,22326,53,964704268,964735504,628816
2026-06-02 19:33:01,41240,651979,7109,147525,125410514,152043978,10145037,223066,1186446922,1223363434,230678081,6981,238395,1867,153309,266,2603880561,1079400,19431505878,19632,172015505,4622068,35241725,69729,0,2328228846,1099581,687532,18200503144915,4945227457689935,608758844067,1926482965922,692219048955212,51749443712,40298963971703,44769736622635134,3631289229876,5303799880851,5854625416443156,12510139245,10262,107064815,22095,54,964840555,964871791,628888
2026-06-02 19:48:01,40510,651301,6863,147354,125422572,152062731,10146384,223104,1186560619,1223477593,230701452,6982,238455,1867,153349,266,2604246263,1079532,19434323899,19637,172035889,4622756,35245108,69739,0,2328446477,1099773,686042,18203116441210,4946038315196682,608816775910,1926817921688,692344234253079,51759010686,40305477611898,44777054038541152,3631319045948,5304682539723,5855583701099329,12511488562,10294,107092326,21874,54,964975971,965007219,628966
2026-06-02 20:03:01,42291,649884,7364,146652,125434736,152081435,10147768,223139,1186677077,1223591622,230725033,6982,238515,1867,153380,266,2604625634,1079651,19437114627,19639,172056490,4623476,35248305,69742,0,2328665124,1099975,686443,18205776432291,4946856611324347,608870628291,1927159122145,692471286420247,51767854924,40312135080460,44784534843463421,3631347489590,5305577959880,5856557798051317,12512755394,10274,107118653,22649,54,965115670,965146921,629051
2026-06-02 20:18:04,42612,651270,7361,146753,125447711,152099765,10149275,223178,1186796951,1223705602,230749336,6982,238600,1867,153433,266,2605015959,1079774,19439985423,19645,172078558,4624250,35251719,69748,0,2328884907,1100195,688141,18208608633672,4947707099305092,608941043497,1927520758004,692604378962070,51777103241,40319196556126,44792451115294109,3631378147343,5306518445293,5857577860001115,12514062055,10266,107145096,22692,53,965259354,965290611,629126
2026-06-02 20:33:01,42583,652688,7434,146798,125461759,152118154,10150725,223213,1186915227,1223818102,230773621,6983,238655,1868,153466,266,2605396800,1079894,19442821295,19648,172102024,4625012,35255275,69753,0,2329101499,1100399,689394,18211574372173,4948593189497613,609003126624,1927892730651,692741546091610,51785956262,40326520553880,44800660494071813,3631408336201,5307480849567,5858621262518148,12515286086,10266,107171412,22847,54,965400603,965431872,629228
2026-06-02 20:48:01,42434,655372,7099,147408,125475199,152137027,10152309,223240,1187032294,1223930214,230797430,6983,238691,1868,153487,266,2605768166,1080016,19445688025,19650,172124573,4625758,35258850,69762,0,2329315614,1100624,691939,18214644425839,4949496427573876,609059048882,1928281974985,692882219455724,51794146030,40334135109892,44809183896213784,3631439854603,5308476224529,5859700052145958,12516491061,10206,107198790,22994,54,965540404,965571671,629353
2026-06-02 21:03:01,41905,659272,6878,148431,125488353,152155144,10153837,223270,1187153138,1224043741,230821940,6983,238749,1868,153525,266,2606130399,1080153,19448576885,19654,172146759,4626527,35262601,69773,0,2329533956,1100834,695272,18217833819428,4950436378585701,609117459735,1928681271138,693024576553215,51802054789,40342008731859,44817990925175644,3631472058899,5309506713702,5860817834799478,12517661816,10258,107227790,22762,54,965677791,965709062,629478
2026-06-02 21:18:01,41019,660767,6752,148650,125501562,152173581,10155385,223305,1187275027,1224156933,230846879,6985,238796,1868,153552,266,2606479948,1080282,19451465620,19656,172168782,4627173,35266319,69780,0,2329756065,1101019,695797,18221094827094,4951375660954802,609165654690,1929081563194,693167275256304,51810349167,40350035709850,44826960160513135,3631504683616,5310559470525,5861962465060933,12518855723,10254,107253992,22525,55,965812214,965843488,629602
2026-06-02 21:33:01,39408,661373,6208,148941,125514440,152191681,10156842,223332,1187393800,1224270105,230871488,6985,238842,1868,153580,266,2606810686,1080406,19454303813,19656,172189960,4627737,35270001,69786,0,2329977139,1101222,694816,18224355355357,4952313829571146,609236711216,1929474734411,693307089070466,51818093332,40358044109865,44835915111625774,3631538010744,5311586853766,5863078133419957,12520000758,10228,107279676,21836,55,965940246,965971528,629748
2026-06-02 21:48:01,39217,659776,6307,148457,125526947,152210072,10158221,223352,1187511023,1224382192,230895718,6986,238885,1868,153606,266,2607123589,1080545,19457023324,19658,172209839,4628341,35273675,69791,0,2330197315,1101399,692995,18227609581819,4953264756870493,609304340893,1929862132693,693444124931943,51825679839,40366113029069,44844969332179553,3631571401942,5312624826298,5864208975504360,12521138289,10240,107305769,21635,55,966062121,966093406,629857
2026-06-02 22:03:01,39120,661648,6186,148500,125539813,152228048,10159603,223375,1187635308,1224495765,230920647,6987,238930,1868,153632,266,2607441464,1080662,19459802346,19661,172230702,4628947,35277285,69795,0,2330421954,1101591,694743,18230999259727,4954231545488881,609391269628,1930263347803,693584175432393,51832874354,40374574334454,44854477233774926,3631604692662,5313705938339,5865392263415254,12522172364,10240,107333230,21661,55,966185665,966216954,629957
2026-06-02 22:18:01,38044,663609,5900,148588,125552645,152245604,10161006,223393,1187759241,1224608507,230946055,6987,238965,1869,153649,266,2607738953,1080782,19462556633,19661,172251300,4629482,35281016,69805,0,2330646357,1101763,695576,18234391714572,4955198789880264,609455412884,1930665387696,693724747313651,51840068929,40383214654710,44864197454543614,3631637382313,5314805554282,5866599767647148,12523214887,10266,107359360,21403,56,966302744,966334038,630074
2026-06-02 22:33:01,37319,664030,5744,148335,125566398,152263438,10162443,223426,1187881233,1224720159,230971229,6988,238992,1869,153662,266,2608017280,1080909,19465257074,19662,172272308,4630030,35284770,69814,0,2330869435,1101927,695251,18237812735460,4956168828578707,609499636947,1931071118798,693869950721618,51846722906,40391978486713,44874081348639951,3631671749838,5315909426608,5867813963666757,12524226453,10278,107384679,20990,56,966413405,966444701,630190
2026-06-02 22:48:01,35799,664115,5304,148503,125578360,152280834,10163694,223451,1188000550,1224831236,230995926,6991,239026,1869,153674,266,2608273473,1081016,19467833870,19662,172290947,4630465,35288594,69816,0,2331090831,1102070,693815,18241220103909,4957132182317448,609545298678,1931473850413,694014131358338,51853433052,40400732407839,44883981766094145,3631705284394,5317005803432,5869024991413248,12525206467,10238,107410740,20120,56,966515737,966547038,630286
2026-06-02 23:03:02,34583,661090,5076,148101,125589672,152298870,10164889,223473,1188119987,1224941944,231020819,6992,239050,1871,153680,266,2608509041,1081134,19470239973,19664,172308327,4630927,35292415,69824,0,2331315420,1102221,689659,18244539545005,4958065457171132,609587269661,1931863450079,694151522278383,51859492176,40409351638872,44893767977159324,3631740319759,5318076960212,5870213239108538,12526103615,10210,107435947,19329,56,966609918,966641223,630376
2026-06-02 23:18:01,33215,656444,4720,147236,125600328,152316255,10165957,223513,1188238459,1225051860,231045901,6992,239081,1871,153689,266,2608720467,1081219,19472457869,19667,172324148,4631278,35296342,69830,0,2331540808,1102349,683716,18247686572103,4958953770997385,609631256526,1932230684217,694281906003686,51864938853,40417690159550,44903266045503551,3631776574728,5319117972127,5871372539571831,12526893524,10210,107460852,18529,56,966694044,966725350,630459
2026-06-02 23:33:01,31758,651981,4382,146359,125610556,152333154,10166937,223541,1188355844,1225160864,231071053,6992,239111,1871,153702,266,2608909422,1081295,19474505910,19667,172338658,4631582,35300192,69837,0,2331765023,1102436,677943,18250652945796,4959781341179800,609669494736,1932572364775,694402555630135,51870222721,40425626673091,44912329376931160,3631812997951,5320087952217,5872453850731885,12527637692,10222,107485368,17579,55,966769156,966800461,630544
2026-06-02 23:48:01,30375,647906,4073,145641,125620168,152349879,10167838,223554,1188473201,1225269226,231096310,6995,239135,1871,153708,266,2609076049,1081346,19476395896,19667,172351900,4631863,35304038,69844,0,2331988779,1102505,672474,18253438805900,4960565683311624,609711239701,1932890367125,694514130754681,51875291265,40433205269474,44921017783939206,3631851194350,5321003671335,5873479237295939,12528360687,10206,107510056,16550,54,966835383,966866688,630614
2026-06-03 00:03:04,29392,642963,3893,144678,125629904,152366613,10168669,223566,1188594250,1225378614,231122085,6997,239154,1871,153709,266,2609227655,1081417,19478138946,19668,172364522,4632099,35307738,69853,0,2332218604,1102568,666718,18256059196748,4961311518829122,609754747326,1933189196052,694618804073257,51879940207,40440395765283,44929286073583734,3631890719588,5321872435717,5874454049096627,12529054427,10202,107535088,15855,54,966895762,966927068,630670
2026-06-03 00:18:01,28037,639793,3647,144078,125639293,152382368,10169474,223589,1188713925,1225485819,231147675,6999,239172,1871,153710,266,2609360343,1081462,19479724072,19670,172376384,4632281,35311440,69859,0,2332443881,1102616,662229,18258461970630,4961999345612725,609794521920,1933460455932,694714329788647,51884920518,40447005787946,44936903105077912,3631924606097,5322677089034,5875361718007067,12529805317,10210,107559684,14898,53,966948322,966979629,630720
2026-06-03 00:33:01,27126,636589,3442,143250,125649144,152397820,10170210,223600,1188834187,1225592592,231173655,7001,239188,1871,153713,266,2609480603,1081505,19481154471,19672,172387910,4632454,35315078,69867,0,2332669736,1102666,658025,18260663389475,4962625282648830,609835742410,1933711747343,694802590480909,51889293295,40453180957731,44944043014745160,3631960645377,5323430988655,5876214666206837,12530466855,10210,107584819,14202,52,966995206,967026512,630764
2026-06-03 00:48:01,26250,633563,3229,142331,125657465,152412780,10170970,223615,1188953548,1225699179,231199250,7001,239205,1871,153713,266,2609586129,1081542,19482419412,19672,172397194,4632600,35318666,69871,0,2332895066,1102696,654143,18262647268972,4963187622240534,609878523925,1933938987375,694881156598420,51893249615,40458823790685,44950581853808494,3631997192959,5324111217881,5876985342074817,12531096614,10178,107610402,13571,52,967036212,967067517,630800
2026-06-03 01:03:03,25443,630423,3017,141571,125665496,152428616,10171625,223627,1189076352,1225805454,231225519,7002,239229,1871,153716,266,2609681159,1081576,19483555264,19676,172405815,4632719,35322215,69873,0,2333123964,1102735,650194,18264484114997,4963700176848353,609919060118,1934147015517,694954197441428,51897290988,40464089311314,44956705465898309,3632035038688,5324734117237,5877690844738365,12531723323,10182,107635844,13040,51,967073055,967104364,630823
2026-06-03 01:18:02,24712,627233,2823,140710,125673158,152443930,10172266,223642,1189198091,1225911557,231251353,7002,239251,1871,153718,266,2609764545,1081609,19484602615,19676,172413593,4632829,35325715,69877,0,2333352142,1102764,646255,18266170260486,4964176132319674,609956117070,1934336546055,695022005031414,51900969517,40468993657680,44962420318094262,3632077001612,5325295277638,5878324836789255,12532314266,10146,107662071,12486,51,967104523,967135829,630855
2026-06-03 01:33:01,24068,625259,2672,140317,125680731,152457972,10172856,223656,1189321154,1226017401,231277920,7002,239271,1871,153719,266,2609841411,1081640,19485524616,19676,172420875,4632910,35329068,69885,0,2333580613,1102790,643577,18267714102752,4964624044830847,609994118837,1934517075233,695083032567561,51904513585,40473408076920,44967571742802617,3632117083931,5325805688287,5878905337688123,12532873131,10134,107688996,12058,50,967133175,967164481,630879
2026-06-03 01:48:01,23853,623102,2595,139611,125688311,152472256,10173432,223671,1189443169,1226123219,231303898,7005,239292,1871,153721,266,2609911923,1081659,19486357326,19676,172427652,4632975,35332407,69893,0,2333808286,1102804,641185,18269083886462,4965024656595255,610027853105,1934673880152,695137954488991,51907979399,40477364890570,44972191244895354,3632152760523,5326267078098,5879431707843601,12533403107,10158,107714985,11892,50,967159233,967190541,630911
2026-06-03 02:03:01,23355,621292,2478,139324,125695729,152486840,10173992,223686,1189569478,1226228414,231330688,7006,239311,1871,153723,266,2609978476,1081679,19487137268,19677,172434325,4633047,35335780,69900,0,2334039476,1102816,638899,18270337871453,4965383462606397,610054706257,1934815150002,695188302998809,51911323097,40480984030546,44976426159027232,3632186217232,5326677578248,5879899245218649,12533904722,10162,107741508,11608,50,967183496,967214804,630930
2026-06-03 02:18:01,22909,620127,2420,139242,125703321,152500918,10174570,223699,1189694501,1226333511,231357635,7006,239328,1871,153725,266,2610040951,1081701,19487849215,19677,172441032,4633104,35338967,69908,0,2334268905,1102830,637372,18271467379428,4965710268587339,610080339281,1934938024715,695230758693578,51914550734,40484228176895,44980220320506391,3632216110123,5327036109622,5880306954239001,12534380347,10176,107768043,11180,49,967205492,967236800,630941
2026-06-03 02:33:01,22537,618126,2344,138736,125711732,152514220,10175135,223713,1189819915,1226438618,231384716,7010,239347,1871,153727,266,2610099870,1081729,19488486182,19678,172448341,4633166,35342249,69921,0,2334499623,1102842,634923,18272477162754,4965999008894094,610107139667,1935044566865,695266161170877,51917795199,40487126700726,44983604743493785,3632245104931,5327364829353,5880683015040483,12534881894,10152,107795001,11048,49,967226343,967257652,630956
2026-06-03 02:48:01,22310,616707,2280,138439,125718942,152527190,10175712,223723,1189942280,1226542786,231410977,7011,239363,1871,153728,266,2610154872,1081750,19489074853,19679,172454262,4633209,35345406,69927,0,2334725943,1102852,633264,18273378779679,4966258511178357,610136328685,1935140345182,695298715486014,51921056380,40489697178649,44986601313857396,3632272011421,5327658540602,5881018246056767,12535391312,10136,107822028,10899,49,967245469,967276777,630969
2026-06-03 03:03:01,22551,615640,2280,137803,125727315,152541198,10176279,223738,1190069505,1226647640,231437761,7012,239382,1871,153728,266,2610209768,1081771,19489628655,19679,172460936,4633247,35348552,69936,0,2334957374,1102857,632463,18274227949856,4966505660583735,610168464844,1935230962571,695327989672613,51924266956,40492092730420,44989395479074382,3632298101733,5327945501781,5881351591882693,12535902582,10122,107848747,10859,48,967264471,967295779,630977
2026-06-03 03:18:02,23012,614242,2319,137448,125735325,152554722,10176832,223762,1190195881,1226752872,231464873,7012,239402,1871,153729,266,2610267478,1081795,19490177563,19679,172467532,4633307,35351754,69942,0,2335188156,1102866,631561,18275006317741,4966737054563274,610191993911,1935309529498,695355934458137,51927538233,40494211390607,44991847303005898,3632321108336,5328184855840,5881624012016492,12536405979,10110,107875663,10945,48,967283606,967314914,630987
