Time,tot-run-time,num-cmds-ok,num-cmds-fail-timeout,num-cmds-default-ok,num-cmds-mapn-ok,num-cmds-aapn-ok,time-default,time-mapn,time-aapn,login-time,timeout-occured,session-backout-fail,total_commands,timeout_rate,command_success_rate,avg_runtime_per_command,avg_login_time,configuration_time,mapn_ratio,aapn_ratio,default_command_ratio
2026-06-02 19:18:01,37,38,0,18,12,8,12,18,7,0,0,0,38,0.0,1.0,0.9736842105263158,0.0,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 19:33:01,26,38,0,18,12,8,11,10,5,0,0,0,38,0.0,1.0,0.6842105263157895,0.0,26,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 19:48:01,41,38,0,18,12,8,17,17,7,0,0,0,38,0.0,1.0,1.0789473684210527,0.0,41,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 20:03:01,32,38,0,18,12,8,11,15,6,0,0,0,38,0.0,1.0,0.8421052631578947,0.0,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 20:18:04,48,38,0,18,12,8,15,15,18,0,0,0,38,0.0,1.0,1.263157894736842,0.0,48,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 20:33:01,40,38,0,18,12,8,9,22,8,1,0,0,38,0.0,1.0,1.0526315789473684,0.02631578947368421,39,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 20:48:01,43,38,0,18,12,8,13,22,7,1,0,0,38,0.0,1.0,1.131578947368421,0.02631578947368421,42,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 21:03:01,39,38,0,18,12,8,11,21,6,1,0,0,38,0.0,1.0,1.0263157894736843,0.02631578947368421,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 21:18:01,44,38,0,18,12,8,11,26,7,0,0,0,38,0.0,1.0,1.1578947368421053,0.0,44,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 21:33:01,35,38,0,18,12,8,14,14,6,1,0,0,38,0.0,1.0,0.9210526315789473,0.02631578947368421,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 21:48:01,28,38,0,18,12,8,12,10,6,0,0,0,38,0.0,1.0,0.7368421052631579,0.0,28,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 22:03:01,46,38,0,18,12,8,12,10,24,0,0,0,38,0.0,1.0,1.2105263157894737,0.0,46,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 22:18:01,54,38,0,18,12,8,22,15,17,0,0,0,38,0.0,1.0,1.4210526315789473,0.0,54,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 22:33:01,31,38,0,18,12,8,14,11,6,0,0,0,38,0.0,1.0,0.8157894736842105,0.0,31,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 22:48:01,38,38,0,18,12,8,12,12,14,0,0,0,38,0.0,1.0,1.0,0.0,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 23:03:02,33,38,0,18,12,8,10,14,9,0,0,0,38,0.0,1.0,0.868421052631579,0.0,33,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 23:18:01,45,38,0,18,12,8,8,21,16,0,0,0,38,0.0,1.0,1.1842105263157894,0.0,45,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 23:33:01,54,38,0,18,12,8,18,26,9,0,0,0,38,0.0,1.0,1.4210526315789473,0.0,53,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-02 23:48:01,39,38,0,18,12,8,14,11,14,0,0,0,38,0.0,1.0,1.0263157894736843,0.0,39,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 00:03:04,35,38,0,18,12,8,11,10,14,0,0,0,38,0.0,1.0,0.9210526315789473,0.0,35,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 00:18:01,31,38,0,18,12,8,8,15,7,1,0,0,38,0.0,1.0,0.8157894736842105,0.02631578947368421,30,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 00:33:01,37,38,0,18,12,8,10,15,11,1,0,0,38,0.0,1.0,0.9736842105263158,0.02631578947368421,36,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 00:48:01,33,38,0,18,12,8,13,9,10,1,0,0,38,0.0,1.0,0.868421052631579,0.02631578947368421,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 01:03:03,35,38,0,18,12,8,12,15,7,1,0,0,38,0.0,1.0,0.9210526315789473,0.02631578947368421,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 01:18:02,40,38,0,18,12,8,18,16,6,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 01:33:01,39,38,0,18,12,8,11,21,6,1,0,0,38,0.0,1.0,1.0263157894736843,0.02631578947368421,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 01:48:01,48,38,0,18,12,8,20,16,11,1,0,0,38,0.0,1.0,1.263157894736842,0.02631578947368421,47,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 02:03:01,38,38,0,18,12,8,17,10,11,0,0,0,38,0.0,1.0,1.0,0.0,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 02:18:01,41,38,0,18,12,8,14,13,14,0,0,0,38,0.0,1.0,1.0789473684210527,0.0,41,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 02:33:01,44,38,0,18,12,8,20,11,12,1,0,0,38,0.0,1.0,1.1578947368421053,0.02631578947368421,43,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 02:48:01,49,38,0,18,12,8,13,17,19,0,0,0,38,0.0,1.0,1.2894736842105263,0.0,49,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 03:03:01,36,38,0,18,12,8,11,11,6,1,0,0,38,0.0,1.0,0.9473684210526315,0.02631578947368421,28,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 03:18:02,37,38,0,18,12,8,11,13,13,0,0,0,38,0.0,1.0,0.9736842105263158,0.0,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 03:33:01,49,38,0,18,12,8,19,21,8,1,0,0,38,0.0,1.0,1.2894736842105263,0.02631578947368421,48,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 03:48:01,41,38,0,18,12,8,11,15,15,0,0,0,38,0.0,1.0,1.0789473684210527,0.0,41,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 04:03:01,45,38,0,18,12,8,11,27,7,0,0,0,38,0.0,1.0,1.1842105263157894,0.0,45,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 04:18:01,52,38,0,18,12,8,18,21,13,0,0,0,38,0.0,1.0,1.368421052631579,0.0,52,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 04:33:01,49,38,0,18,12,8,12,15,21,1,0,0,38,0.0,1.0,1.2894736842105263,0.02631578947368421,48,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 04:48:01,40,38,0,18,12,8,22,12,6,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 05:03:01,51,38,0,18,12,8,23,14,14,0,0,0,38,0.0,1.0,1.3421052631578947,0.0,51,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 05:18:01,42,38,0,18,12,8,21,15,5,1,0,0,38,0.0,1.0,1.105263157894737,0.02631578947368421,41,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 05:33:02,38,38,0,18,12,8,11,16,11,0,0,0,38,0.0,1.0,1.0,0.0,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 05:48:02,34,38,0,18,12,8,15,11,6,2,0,0,38,0.0,1.0,0.8947368421052632,0.05263157894736842,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 06:03:01,38,38,0,18,12,8,11,11,16,0,0,0,38,0.0,1.0,1.0,0.0,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 06:18:01,41,38,0,18,12,8,13,14,14,0,0,0,38,0.0,1.0,1.0789473684210527,0.0,41,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 06:33:02,32,38,0,18,12,8,12,12,8,0,0,0,38,0.0,1.0,0.8421052631578947,0.0,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 06:48:02,38,38,0,18,12,8,9,19,9,1,0,0,38,0.0,1.0,1.0,0.02631578947368421,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 07:03:01,43,38,0,18,12,8,15,15,12,1,0,0,38,0.0,1.0,1.131578947368421,0.02631578947368421,42,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 07:18:01,43,38,0,18,12,8,12,19,12,0,0,0,38,0.0,1.0,1.131578947368421,0.0,43,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 07:33:01,31,38,0,18,12,8,9,13,9,0,0,0,38,0.0,1.0,0.8157894736842105,0.0,31,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 07:48:01,38,38,0,18,12,8,12,13,13,0,0,0,38,0.0,1.0,1.0,0.0,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 08:03:02,34,38,0,18,12,8,13,11,10,0,0,0,38,0.0,1.0,0.8947368421052632,0.0,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 08:18:01,43,38,0,18,12,8,14,21,7,1,0,0,38,0.0,1.0,1.131578947368421,0.02631578947368421,42,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 08:33:02,43,38,0,18,12,8,16,21,6,0,0,0,38,0.0,1.0,1.131578947368421,0.0,43,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 08:48:01,46,38,0,18,12,8,16,23,7,0,0,0,38,0.0,1.0,1.2105263157894737,0.0,46,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 09:03:02,36,38,0,18,12,8,9,13,14,0,0,0,38,0.0,1.0,0.9473684210526315,0.0,36,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 09:18:01,32,38,0,18,12,8,11,14,7,0,0,0,38,0.0,1.0,0.8421052631578947,0.0,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 09:33:02,27,38,0,18,12,8,9,12,6,0,0,0,38,0.0,1.0,0.7105263157894737,0.0,27,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 09:48:01,25,38,0,18,12,8,9,9,7,0,0,0,38,0.0,1.0,0.6578947368421053,0.0,25,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 10:03:01,29,38,0,18,12,8,8,14,7,0,0,0,38,0.0,1.0,0.7631578947368421,0.0,29,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 10:18:01,32,38,0,18,12,8,12,14,6,0,0,0,38,0.0,1.0,0.8421052631578947,0.0,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 10:33:01,40,38,0,18,12,8,9,12,18,1,0,0,38,0.0,1.0,1.0526315789473684,0.02631578947368421,39,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 10:48:01,48,38,0,18,12,8,10,13,25,0,0,0,38,0.0,1.0,1.263157894736842,0.0,48,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 11:03:01,33,38,0,18,12,8,13,10,9,1,0,0,38,0.0,1.0,0.868421052631579,0.02631578947368421,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 11:18:01,35,38,0,18,12,8,18,11,6,0,0,0,38,0.0,1.0,0.9210526315789473,0.0,35,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 11:33:01,47,38,0,18,12,8,12,26,8,1,0,0,38,0.0,1.0,1.236842105263158,0.02631578947368421,46,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 11:48:01,42,38,0,18,12,8,10,20,12,0,0,0,38,0.0,1.0,1.105263157894737,0.0,42,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 12:03:01,48,38,0,18,12,8,15,25,8,0,0,0,38,0.0,1.0,1.263157894736842,0.0,48,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 12:18:01,42,38,0,18,12,8,16,18,8,0,0,0,38,0.0,1.0,1.105263157894737,0.0,42,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 12:33:01,38,38,0,18,12,8,15,17,5,1,0,0,38,0.0,1.0,1.0,0.02631578947368421,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 12:48:01,34,38,0,18,12,8,8,13,13,0,0,0,38,0.0,1.0,0.8947368421052632,0.0,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 13:03:02,37,38,0,18,12,8,16,15,6,0,0,0,38,0.0,1.0,0.9736842105263158,0.0,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 13:18:01,37,38,0,18,12,8,12,13,12,0,0,0,38,0.0,1.0,0.9736842105263158,0.0,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 13:33:01,53,38,0,18,12,8,11,16,25,1,0,0,38,0.0,1.0,1.394736842105263,0.02631578947368421,52,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 13:48:01,30,38,0,18,12,8,10,15,5,0,0,0,38,0.0,1.0,0.7894736842105263,0.0,30,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 14:03:01,48,38,0,18,12,8,11,19,17,1,0,0,38,0.0,1.0,1.263157894736842,0.02631578947368421,47,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 14:18:02,34,38,0,18,12,8,11,17,6,0,0,0,38,0.0,1.0,0.8947368421052632,0.0,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 14:33:01,47,38,0,18,12,8,15,19,13,0,0,0,38,0.0,1.0,1.236842105263158,0.0,47,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 14:48:01,35,38,0,18,12,8,13,13,8,1,0,0,38,0.0,1.0,0.9210526315789473,0.02631578947368421,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 15:03:01,34,38,0,18,12,8,10,13,11,0,0,0,38,0.0,1.0,0.8947368421052632,0.0,34,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 15:18:01,39,38,0,18,12,8,12,10,16,1,0,0,38,0.0,1.0,1.0263157894736843,0.02631578947368421,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 15:33:01,43,38,0,18,12,8,15,18,10,0,0,0,38,0.0,1.0,1.131578947368421,0.0,43,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 15:48:02,46,38,0,18,12,8,10,18,18,0,0,0,38,0.0,1.0,1.2105263157894737,0.0,46,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 16:03:02,31,38,0,18,12,8,16,10,5,0,0,0,38,0.0,1.0,0.8157894736842105,0.0,31,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 16:18:01,40,38,0,18,12,8,11,14,14,1,0,0,38,0.0,1.0,1.0526315789473684,0.02631578947368421,39,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 16:33:01,60,38,0,18,12,8,14,12,34,0,0,0,38,0.0,1.0,1.5789473684210527,0.0,60,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 16:48:01,36,38,0,18,12,8,12,17,6,1,0,0,38,0.0,1.0,0.9473684210526315,0.02631578947368421,35,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 17:03:01,47,38,0,18,12,8,16,20,11,0,0,0,38,0.0,1.0,1.236842105263158,0.0,47,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 17:18:01,36,38,0,18,12,8,12,13,11,0,0,0,38,0.0,1.0,0.9473684210526315,0.0,36,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 17:33:01,40,38,0,18,12,8,22,10,8,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 17:48:01,41,37,1,18,11,8,14,20,6,1,1,0,38,0.02631578947368421,0.9736842105263158,1.0789473684210527,0.02631578947368421,40,0.2894736842105263,0.21052631578947367,0.47368421052631576
2026-06-03 18:03:01,54,38,0,18,12,8,21,26,7,0,0,0,38,0.0,1.0,1.4210526315789473,0.0,54,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 18:18:02,36,38,0,18,12,8,11,16,9,0,0,0,38,0.0,1.0,0.9473684210526315,0.0,36,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 18:33:01,40,38,0,18,12,8,19,14,7,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 18:48:02,41,38,0,18,12,8,13,15,12,0,0,0,38,0.0,1.0,1.0789473684210527,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 19:03:01,40,38,0,18,12,8,15,19,6,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 19:18:03,51,38,0,18,12,8,17,11,23,0,0,0,38,0.0,1.0,1.3421052631578947,0.0,51,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 19:33:02,40,38,0,18,12,8,16,18,6,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 19:48:01,36,38,0,18,12,8,16,10,10,0,0,0,38,0.0,1.0,0.9473684210526315,0.0,36,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 20:03:02,63,38,0,18,12,8,12,42,9,0,0,0,38,0.0,1.0,1.6578947368421053,0.0,63,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 20:18:01,29,38,0,18,12,8,8,13,8,0,0,0,38,0.0,1.0,0.7631578947368421,0.0,29,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 20:33:01,36,38,0,18,12,8,11,18,6,1,0,0,38,0.0,1.0,0.9473684210526315,0.02631578947368421,35,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 20:48:01,30,38,0,18,12,8,12,11,6,1,0,0,38,0.0,1.0,0.7894736842105263,0.02631578947368421,29,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 21:03:01,52,38,0,18,12,8,8,35,9,0,0,0,38,0.0,1.0,1.368421052631579,0.0,52,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 21:18:01,43,38,0,18,12,8,14,12,17,0,0,0,38,0.0,1.0,1.131578947368421,0.0,43,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 21:33:01,49,38,0,18,12,8,10,17,22,0,0,0,38,0.0,1.0,1.2894736842105263,0.0,49,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 21:48:01,40,38,0,18,12,8,14,19,7,0,0,0,38,0.0,1.0,1.0526315789473684,0.0,40,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 22:03:01,48,38,0,18,12,8,14,24,10,0,0,0,38,0.0,1.0,1.263157894736842,0.0,48,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 22:18:02,31,38,0,18,12,8,12,13,6,0,0,0,38,0.0,1.0,0.8157894736842105,0.0,31,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 22:33:01,37,38,0,18,12,8,8,13,15,1,0,0,38,0.0,1.0,0.9736842105263158,0.02631578947368421,36,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 22:48:02,56,38,0,18,12,8,15,28,10,3,0,0,38,0.0,1.0,1.4736842105263157,0.07894736842105263,53,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 23:03:01,36,38,0,18,12,8,8,14,13,1,0,0,38,0.0,1.0,0.9473684210526315,0.02631578947368421,35,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 23:18:01,38,38,0,18,12,8,15,17,6,0,0,0,38,0.0,1.0,1.0,0.0,38,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 23:33:01,28,38,0,18,12,8,10,12,6,0,0,0,38,0.0,1.0,0.7368421052631579,0.0,28,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-03 23:48:01,42,38,0,18,12,8,18,12,12,0,0,0,38,0.0,1.0,1.105263157894737,0.0,42,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-04 00:03:04,37,38,0,18,12,8,15,15,7,0,0,0,38,0.0,1.0,0.9736842105263158,0.0,37,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-04 00:18:01,39,38,0,18,12,8,12,12,15,0,0,0,38,0.0,1.0,1.0263157894736843,0.0,39,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-04 00:33:01,41,38,0,18,12,8,19,16,6,0,0,0,38,0.0,1.0,1.0789473684210527,0.0,41,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-04 00:48:01,33,38,0,18,12,8,9,12,11,1,0,0,38,0.0,1.0,0.868421052631579,0.02631578947368421,32,0.3157894736842105,0.21052631578947367,0.47368421052631576
2026-06-04 01:03:01,36,38,0,18,12,8,13,12,10,1,0,0,38,0.0,1.0,0.9473684210526315,0.02631578947368421,35,0.3157894736842105,0.21052631578947367,0.47368421052631576
