Time,sgwGtpTunnelMgmtS4S11-smCreateSessionReqRcvd__delta,sgwGtpTunnelMgmtS4S11-smCreateSessionRespAccSent__delta,sgwGtpTunnelMgmtS4S11-smCreateSessionRespRejSent__delta,sgwGtpTunnelMgmtS4S11-smModifyBearerReqRcvd__delta,sgwGtpTunnelMgmtS4S11-smModifyBearerRespRejSent__delta,sgwGtpTrafficS5S8-inDataByte,sgwGtpTrafficS5S8-outDataByte,sgwGtpTrafficS1uS4S12-inDataByte,sgwGtpTrafficS1uS4S12-outDataByte,sgwUplinkTraffic-sgwUplinkDroppedPackets__delta,sgwDownlinkTraffic-sgwDownlinkDroppedPackets__delta,sgwGtpTrafficS5S8-inDataPkt,sgwGtpTrafficS5S8-outDataPkt,sgwGtpTrafficS1uS4S12-inDataPkt,sgwGtpTrafficS1uS4S12-outDataPkt,session_success_rate,session_failure_rate,bearer_modification_failure_rate,total_traffic,packet_drop_rate,suspended_ue_ratio,idle_bearer_ratio,connected_ue_ratio
2026-06-05 15:33:01,361932.0,280588.0,81127.0,5970420.0,114.0,43378496616907761,5049608526417562,5049608526387954,43372334967084796,2986.0,1651026.0,38840080601684,17832787928494,17832787928364,38830099188368,0.7752505995601384,0.2241498403014931,1.9094134081019427e-05,96850048636798073,1.459391160855683e-08,0.00013010609003647562,0.7951825892823242,0.20389767232551625
2026-06-05 15:48:01,358280.0,277087.0,81037.0,5961276.0,127.0,43386439440326258,5050396152692308,5050396152647608,43380276772637924,2185.0,1653666.0,38847069378746,17835595879093,17835595878926,38837086315210,0.7733811544043765,0.22618343195266272,2.130416373944102e-05,96867508518304098,1.4607612584854285e-08,0.00012420493507608703,0.795581253804017,0.20355195446432406
2026-06-05 16:03:01,363917.0,281512.0,82254.0,6016478.0,123.0,43394364708224377,5051185150318772,5051185150268366,43388201070355607,3060.0,1611612.0,38854032615163,17838414805547,17838414805360,38844047941814,0.7735610042949354,0.22602406592712074,2.0443854361305736e-05,96884936079167122,1.4241881185255327e-08,0.00012569631157969606,0.7944901268256475,0.2045922074418348
2026-06-05 16:18:02,371028.0,288020.0,82837.0,6191800.0,120.0,43402125086392407,5051977762925121,5051977762881594,43395960494233826,1915.0,1647079.0,38860866163650,17841196455467,17841196455288,38850879844444,0.7762756449648005,0.22326347337667238,1.9380470945443976e-05,96902041106432948,1.454214490909543e-08,0.0001426472257415355,0.8003488738467908,0.198722923869329
2026-06-05 16:33:02,372425.0,291055.0,81210.0,6093583.0,120.0,43409457295914455,5052733105076776,5052733105033665,43403291766979493,1952.0,1624464.0,38867323464699,17843804810843,17843804810666,38857335521984,0.7815130563200644,0.2180573269785863,1.969284737731479e-05,96918215273004389,1.434074126158976e-08,0.00013640620234404096,0.7995142486061642,0.19953315360411242
2026-06-05 16:48:01,382605.0,300850.0,81612.0,6189089.0,144.0,43416855335210359,5053502055311469,5053502055275315,43410688819583764,2657.0,1688429.0,38873847453305,17846454331147,17846454330961,38863857824251,0.7863200951372826,0.21330615125259733,2.3266752182752584e-05,96934548265380907,1.4908550181166454e-08,0.000151277145843393,0.7993404194022835,0.1997179216048213
2026-06-05 17:03:01,386756.0,304032.0,82568.0,6293170.0,129.0,43424295643433266,5054272206278676,5054272206244965,43418128174920559,2575.0,1659620.0,38880413622800,17849116569099,17849116568910,38870422336627,0.786108037108668,0.21348860780440382,2.0498413359245022e-05,96950968230877466,1.4651464425613046e-08,0.000170901306021677,0.7973961511613293,0.20161013444744708
2026-06-05 17:18:01,391718.0,309359.0,82198.0,6388376.0,130.0,43431609156230717,5055041941382181,5055041941318339,43425440702679525,2470.0,1761968.0,38886883742021,17851746712028,17851746711846,38876890695135,0.7897492583950699,0.20983973164368244,2.0349459706191372e-05,96967133741610762,1.5550193754211218e-08,0.00013248663712366943,0.7972094232213587,0.2018395845706367
2026-06-05 17:33:01,392764.0,310359.0,82257.0,6463369.0,113.0,43438920529168344,5055807361911874,5055807361850435,43432751073363726,2236.0,1765930.0,38893347973124,17854366375752,17854366375559,38883353160547,0.7901920746300577,0.20943110875742177,1.7483142305506617e-05,96983286326294379,1.5580554609255353e-08,0.00013999847827741004,0.7978252004893299,0.20129802936924598
2026-06-05 17:48:01,392964.0,310664.0,82134.0,6480125.0,147.0,43446171650263303,5056590586650398,5056590586588347,43440001231949341,2848.0,1724370.0,38899773037492,17856998949398,17856998949176,38889776500996,0.7905660569416028,0.20901151250496228,2.2684747593603517e-05,96999354055451389,1.5217304119571652e-08,0.00015185037271673983,0.7989817434252668,0.2001615687965706
2026-06-05 18:03:01,384813.0,302742.0,81923.0,6430981.0,141.0,43453312726664452,5057355275967495,5057355275934851,43447141316189023,1521.0,1758920.0,38906095343539,17859587278557,17859587278392,38896097048867,0.7867249807049138,0.21289041690379484,2.1925115312889277e-05,97015164594755821,1.5507574012788105e-08,0.00017007060967276592,0.7993087251964088,0.19991344620757726
2026-06-05 18:18:01,389109.0,306728.0,82239.0,6435556.0,125.0,43460388655093339,5058135534113731,5058135534074478,43454216249583133,2710.0,1770247.0,38912375827857,17862169039751,17862169039619,38902375763306,0.7882829746934663,0.2113520890033384,1.94233412000455e-05,97030875972864681,1.561538854278958e-08,0.00018082001115309984,0.7990398870668294,0.2000963360395555
2026-06-05 18:33:02,392135.0,309164.0,82860.0,6499406.0,125.0,43467488534677507,5058923995786321,5058923995763843,43461315132490978,1265.0,1742094.0,38918688034409,17864761073201,17864761073085,38908686228196,0.7884121539775842,0.21130478024149846,1.9232526787832612e-05,97046651658718649,1.5352295238173686e-08,0.00016875096917786351,0.7998415608519499,0.19924928622900875
2026-06-05 18:48:01,382199.0,300754.0,81310.0,6376000.0,110.0,43474477394080542,5059694178082812,5059694178038885,43468302973409857,1304.0,1826485.0,38924908067089,17867326316060,17867326315875,38914904435041,0.7869042043542762,0.2127425765111892,1.725219573400251e-05,97062168723612096,1.6093309335355008e-08,0.00019157874570658348,0.7983254909891012,0.2008140576226294
2026-06-05 19:03:01,382805.0,300445.0,82227.0,6471735.0,124.0,43481590498250621,5060485868093761,5060485868054426,43475415073245938,1701.0,1764072.0,38931237612235,17869957296979,17869957296828,38921232216656,0.7848512950457804,0.21480126957589374,1.9160240646441796e-05,97077977307644746,1.554481851027298e-08,0.00017452139404654408,0.7968762472795187,0.20225208477187018
2026-06-05 19:18:01,382479.0,299447.0,82871.0,6509950.0,135.0,43488706861269330,5061277385364410,5061277385310015,43482530472336572,1605.0,1740704.0,38937579742097,17872581329803,17872581329646,38927572607043,0.7829109572028791,0.21666810465411174,2.073748646302967e-05,97093792104280327,1.533583460153491e-08,0.0001728495768975927,0.7975141314358983,0.20163964502155313
2026-06-05 19:33:01,385164.0,301499.0,83530.0,6569182.0,107.0,43495852486462704,5062082827675706,5062082827616293,43489675095808934,1850.0,1780896.0,38943957654286,17875231460791,17875231460619,38933948738378,0.7827808414078159,0.21686865854545076,1.6288177127685e-05,97109693237563637,1.568926854060898e-08,0.00014251147672211475,0.79725424631725,0.20195392331063258
2026-06-05 19:48:01,375798.0,294379.0,81277.0,6506923.0,125.0,43502680103928444,5062875945846791,5062875945825387,43496501766885790,1572.0,1695270.0,38950065268090,17877788057161,17877788057058,38940054657508,0.7833437112491285,0.21627842617576465,1.921030877420864e-05,97124933762486412,1.4930983390743572e-08,0.00013335475091454083,0.8008658269128367,0.19830457618950922
2026-06-05 20:03:01,386208.0,302788.0,83098.0,6499921.0,165.0,43509695917375808,5063687271425447,5063687271392938,43503516594187967,1675.0,1797204.0,38956347277108,17880416912010,17880416911855,38946334869382,0.7840024028502776,0.2151638495318585,2.53849239090752e-05,97140587054382160,1.5826353642528286e-08,0.00017602080687330904,0.7961629467412309,0.2029519903249253
2026-06-05 20:18:01,389305.0,307630.0,81542.0,6470201.0,159.0,43517041608530127,5064523912803701,5064523912765604,43510861238172840,4592.0,1940242.0,38962934195042,17883174322695,17883174322541,38952919847738,0.7902030541606195,0.20945531138824316,2.457419792677229e-05,97156950672272272,1.710763825835878e-08,0.0001832977846720636,0.7906908216191837,0.20838079887536962
2026-06-05 20:33:01,387971.0,305550.0,82286.0,6502637.0,140.0,43524779306358177,5065402022117800,5065402022091628,43518597880788082,1793.0,1890043.0,38969874529240,17886082077273,17886082077152,38959858292536,0.7875588639357065,0.21209317191233365,2.1529727093792872e-05,97174181231355687,1.6638561451582298e-08,0.0001767443687280297,0.7866307106313642,0.2124331354904203
2026-06-05 20:48:01,376791.0,295125.0,81551.0,6447302.0,154.0,43532681399184082,5066294861717784,5066294861668261,43526498899094511,2007.0,1931396.0,38976979773249,17889062192226,17889062192050,38966961606379,0.7832591542791627,0.21643563673229987,2.388596035985285e-05,97191770021664638,1.7001124513635705e-08,0.00017641444427188332,0.7822285262855502,0.21674399248504625
2026-06-05 21:03:01,372823.0,290367.0,82334.0,6539916.0,137.0,43540917603524393,5067212095883829,5067212095828360,43534734015353653,2014.0,1992629.0,38984387784055,17892168264153,17892168263969,38974367624622,0.7788333874251321,0.22083937954471694,2.0948281292909572e-05,97210075810590235,1.753638806573253e-08,0.00017417365113017678,0.7778933238380296,0.22102936627817935
2026-06-05 21:18:01,364711.0,282099.0,82434.0,6568634.0,137.0,43549340387843048,5068147901973489,5068147901907688,43543155762985688,1689.0,1917036.0,38991947943821,17895353945236,17895353945016,38981925869224,0.7734864043036815,0.22602553802874056,2.0856695623473616e-05,97228791954709913,1.6865750053950172e-08,0.0001271984760126121,0.7756678381954003,0.2232842047925393
2026-06-05 21:33:01,347016.0,266921.0,80006.0,6431728.0,131.0,43557640734936122,5069062314827654,5069062314772662,43551455126127397,2249.0,1768893.0,38999395342290,17898472790569,17898472790371,38989371500038,0.7691893169191046,0.2305542107568527,2.036777674677785e-05,97247220490663835,1.556559221962405e-08,0.00016318757738310007,0.7794580380621295,0.21956364540088003
2026-06-05 21:48:02,340184.0,258194.0,81846.0,6473571.0,120.0,43566174509882507,5069982745921650,5069982745883742,43559987940948774,1777.0,1738597.0,39007028952197,17901626757466,17901626757318,38997003372880,0.7589833737036428,0.240593325964772,1.853690953571066e-05,97266127942636673,1.5292289831504215e-08,0.00013774310910152565,0.779033190341116,0.21998023685825935
2026-06-05 22:03:01,346163.0,264286.0,81769.0,6408223.0,139.0,43575000245990329,5070914144294510,5070914144231838,43568812677314254,1855.0,1783454.0,39014926433101,17904864601692,17904864601504,39004899071717,0.763472699277508,0.2362153089729405,2.1690880607619303e-05,97285641211830931,1.56840550292894e-08,0.00014487428795034247,0.7725805997382389,0.22656247666329124
2026-06-05 22:18:01,336157.0,255341.0,80662.0,6374570.0,117.0,43584109378779007,5071856979138121,5071856979112166,43577920804770291,1812.0,1736560.0,39023066325784,17908176586407,17908176586245,39013037228868,0.7595885255996454,0.23995335512870475,1.8354179183850833e-05,97305744141799585,1.526863846393492e-08,0.00014263724377299282,0.7695767055340281,0.22947212333367012
2026-06-05 22:33:01,321071.0,239904.0,81037.0,6384017.0,107.0,43593476100463499,5072805366342903,5072805366290912,43587286566803304,1408.0,1669479.0,39031403368458,17911543476303,17911543476116,39021372603648,0.7471992176185329,0.2523958875139767,1.676060699713049e-05,97326373399900618,1.4672881127648936e-08,0.00010995068563167412,0.7705340330502713,0.22853101426535855
2026-06-05 22:48:01,310894.0,229850.0,80935.0,6185514.0,88.0,43602869613767399,5073746225549317,5073746225490108,43596679128049687,1703.0,1623664.0,39039752801535,17914904788497,17914904788285,39029720414159,0.7393195108300579,0.26032988735710566,1.4226788590244885e-05,97347041192856511,1.4270212771764434e-08,9.507087236438289e-05,0.7732753053985439,0.22576361221779548
2026-06-05 23:03:01,301188.0,220021.0,81067.0,6004833.0,110.0,43612218515546232,5074684498512331,5074684498459752,43606027110828720,1655.0,1503130.0,39048040043381,17918220657829,17918220657628,39038006155410,0.7305105117069737,0.269157469753111,1.8318577718980693e-05,97367614623347035,1.3208849568104807e-08,9.700088196186522e-05,0.7782670582885649,0.22082623858933856
2026-06-05 23:18:01,285237.0,205184.0,79963.0,5747923.0,72.0,43621270372882182,5075582648354488,5075582648301792,43615078061901084,1417.0,1466105.0,39056037906151,17921401292001,17921401291793,39046002554010,0.7193456669366176,0.28033880597538186,1.2526263834779971e-05,97387513731439546,1.2879231396491489e-08,6.45782365335604e-05,0.7849457716820096,0.21413542506746924
2026-06-05 23:33:04,275195.0,195866.0,79234.0,5540912.0,70.0,43630045266300259,5076433902268118,5076433902210389,43623852119026100,2466.0,1277882.0,39063760535658,17924434903762,17924434903551,39053723907555,0.711735314958484,0.28791947528116424,1.2633299355773923e-05,97406765189804866,1.1234438518455026e-08,8.767103409496285e-05,0.7926722016112572,0.20656656045371272
2026-06-05 23:48:02,265697.0,187129.0,78480.0,5389064.0,68.0,43638463673978814,5077234812088627,5077234812065383,43632269680777044,1542.0,1272159.0,39071152820431,17927317563444,17927317563330,39061114921706,0.7042947417547055,0.29537405390350663,1.2618146676305941e-05,97425202978909868,1.1174099549531595e-08,8.066700962829251e-05,0.7999032757773832,0.19939514962969276
2026-06-06 00:03:04,260994.0,181555.0,79355.0,5318481.0,47.0,43646551990764127,5077996613654935,5077996613617120,43640357241311853,891.0,1114202.0,39078241976353,17930059374749,17930059374601,39068202965132,0.6956290182916083,0.3040491352291624,8.837109693538438e-06,97442902459348035,9.780954393327115e-09,6.14017717481238e-05,0.8047230843338231,0.19446708634777657
2026-06-06 00:18:01,247846.0,171042.0,76724.0,5016565.0,40.0,43654102288715931,5078699913420697,5078699913382773,43647906829608643,880.0,996553.0,39084823690965,17932531924848,17932531924683,39074783685031,0.6901140224171461,0.3095631965010531,7.973583517805511e-06,97459408945128044,8.747519192817476e-09,4.787208578677773e-05,0.8166820275084306,0.18258876797326576
2026-06-06 00:33:01,244767.0,167902.0,76796.0,4811075.0,33.0,43661066970696655,5079352013791563,5079352013771302,43654870814031701,1107.0,963806.0,39090886115996,17934844892235,17934844892079,39080845147576,0.6859666540015606,0.3137514452520152,6.859173885254335e-06,97474641812291221,8.461074854502497e-09,4.658862554236925e-05,0.826614725264218,0.17267918761860687
2026-06-06 00:48:01,241234.0,165192.0,75966.0,4648245.0,34.0,43667541041986483,5079957292170139,5079957292128946,43661344220591256,824.0,873048.0,39096511905721,17937016241174,17937016241018,39086470065740,0.68477909415754,0.31490585904142865,7.314588624308745e-06,97488799846876824,7.661712032231892e-09,4.216747045153552e-05,0.8350988755331524,0.16417045653314677
2026-06-06 01:03:02,239353.0,163131.0,76131.0,4529914.0,26.0,43673604106286496,5080519512205545,5080519512180470,43667406675511554,1353.0,777377.0,39101763430020,17939038589414,17939038589286,39091720814253,0.6815498447899128,0.3180699636102326,5.7396233129370666e-06,97502049806184065,6.8266795885479195e-09,0.00019281203021662352,0.8426928334127303,0.15658374704315697
2026-06-06 01:18:01,233759.0,157352.0,76357.0,4414011.0,28.0,43679397565407436,5081039402040500,5081039402019269,43673199534898402,741.0,750907.0,39106757586766,17940952318855,17940952318757,39096714221581,0.6731377187616305,0.3266483857306029,6.343436842364009e-06,97514675904365607,6.588469297430486e-09,0.00029770952686237784,0.8507546036453738,0.1484956217797359
2026-06-06 01:33:01,228623.0,153204.0,75323.0,4216689.0,19.0,43684501998925306,5081503801224546,5081503801202876,43678303438679277,891.0,650000.0,39111164019584,17942637668458,17942637668391,39101120005339,0.6701163050086825,0.3294637897324416,4.505904988487413e-06,97525813040032005,5.704688195268082e-09,0.0003257869890798099,0.8584650080960151,0.1408048203822462
2026-06-06 01:48:02,231208.0,154959.0,76178.0,4241618.0,26.0,43689218275497081,5081915645479370,5081915645458423,43683019162338285,771.0,649042.0,39115223920404,17944180132677,17944180132587,39105179258054,0.6702146984533407,0.32947821874675615,6.1297363411792385e-06,97536068728773159,5.694680937634428e-09,0.0003414730990669049,0.8645767945972034,0.13463887234464958
2026-06-06 02:03:01,229097.0,153967.0,75045.0,4168237.0,25.0,43693519009258592,5082301280718829,5082301280704148,43687319387370024,730.0,619948.0,39118924800501,17945599995274,17945599995194,39108879519233,0.6720603063331253,0.3275686717853136,5.9977395719101384e-06,97545440958051593,5.438866241006211e-09,0.00027405598071410703,0.8664863889820693,0.13268452173247994
2026-06-06 02:18:01,222869.0,147920.0,74915.0,4098156.0,16.0,43697399754981049,5082657176112296,5082657176107807,43691199666934059,618.0,552179.0,39122266978291,17946909600253,17946909600177,39112221146049,0.663708277059618,0.3361391669545787,3.9041949598795165e-06,97553913774135211,4.8436449550323166e-09,0.00026523546038324927,0.8751481721859979,0.12406788110421037
2026-06-06 02:33:01,220705.0,145536.0,75107.0,3991466.0,16.0,43700933141083049,5082983521572220,5082983521559843,43694732620158982,637.0,507842.0,39125309201113,17948078283270,17948078283218,39115262861982,0.6594141501098751,0.3403049319227022,4.0085522462173044e-06,97561632804374094,4.454998895668434e-09,0.0001653224188435456,0.8800474377857266,0.11917659804983749
2026-06-06 02:48:01,224838.0,148790.0,75973.0,3974314.0,15.0,43704178719377848,5083285634503862,5083285634491740,43697977802819507,625.0,453398.0,39128105111343,17949150980079,17949150980016,39118058319680,0.6617653599480515,0.3379010665456907,3.774236258131592e-06,97568727791192957,3.977617297906493e-09,0.00014151982644523101,0.884608197483226,0.11460372036325567
2026-06-06 03:03:01,220779.0,146270.0,74414.0,3861774.0,22.0,43707032105889074,5083556875593068,5083556875577683,43700830853557151,442.0,411981.0,39130563756220,17950108243830,17950108243757,39120516553091,0.6625177213412508,0.33705198411080767,5.6968636693913215e-06,97574976710616976,3.612950632823712e-09,0.0001339027156438704,0.8853873473526712,0.11385280058336412
2026-06-06 03:18:02,222837.0,147764.0,74992.0,3944501.0,16.0,43709588594432264,5083807953635086,5083807953631714,43703387015485425,620.0,403641.0,39132781197189,17950991801765,17950991801726,39122733591372,0.6631035241005757,0.33653298150666183,4.05627986911399e-06,97580591517184489,3.541256647124863e-09,0.00013407770691582506,0.8889560829127914,0.11026841387688113
2026-06-06 03:33:01,222192.0,146926.0,75202.0,3903186.0,5.0,43711858791902712,5084043187358316,5084043187352642,43705656900907325,486.0,382234.0,39134755226132,17951795568211,17951795568181,39124707238818,0.6612569309426082,0.33845502988406423,1.2810047996687834e-06,97585602067520995,3.352398065108352e-09,0.00012455858540270438,0.8923353443457143,0.10685670747982394
2026-06-06 03:48:01,220856.0,146263.0,74533.0,3847410.0,19.0,43714008065626439,5084269914874002,5084269914876877,43707805868689281,507.0,354532.0,39136620494780,17952553687297,17952553687274,39126572153977,0.662255044010577,0.3374732857608578,4.938387122765705e-06,97590353764066599,3.1097861659274503e-09,8.585067489969239e-05,0.893790421290168,0.10540681071222044
2026-06-06 04:03:01,222884.0,147923.0,74882.0,3880635.0,25.0,43716111840875951,5084496313341779,5084496313333208,43709909335487915,611.0,358527.0,39138445237535,17953303063190,17953303063156,39128396539025,0.6636770696864737,0.33596848584914124,6.442244632643884e-06,97595013803038853,3.1455474683169222e-09,0.00012494604602557985,0.8951969850039717,0.10396160099697209
2026-06-06 04:18:01,222583.0,148398.0,74128.0,3831957.0,17.0,43718102828536978,5084707994391579,5084707994386731,43711899983848996,239.0,399898.0,39140167916128,17953994238175,17953994238147,39130118817963,0.6667085985901888,0.33303531716258655,4.436375460371815e-06,97599418801164284,3.5044932957921202e-09,0.00015599457918837322,0.8970760743462273,0.1020757028693253
2026-06-06 04:33:01,223692.0,149601.0,74023.0,3827760.0,13.0,43719996705151723,5084912112852906,5084912112848851,43713793551346187,144.0,366498.0,39141806252181,17954659551465,17954659551445,39131756787443,0.6687811812670994,0.3309148293188849,3.396242188642966e-06,97603614482199667,3.211006703634634e-09,0.00013960948305530483,0.8985347453938779,0.10059837273783936
2026-06-06 04:48:01,222422.0,148484.0,73880.0,3791701.0,11.0,43721767436295340,5085102356828677,5085102356829895,43715563954561206,159.0,383845.0,39143339471376,17955290077907,17955290077873,39133289622483,0.667577847515084,0.33216138691316505,2.9010726320456177e-06,97607536104515118,3.3629335765661862e-09,0.00017382150643139574,0.8993665444491582,0.09975405069089988
2026-06-06 05:03:02,225126.0,150915.0,74148.0,3889132.0,15.0,43723538749893671,5085298592909804,5085298592904935,43717334953656844,208.0,380518.0,39144877721712,17955928310921,17955928310878,39134827492105,0.6703579328909144,0.32936222382132674,3.856901745685156e-06,97611470889365254,3.334099244111159e-09,0.0001867999064376121,0.896570801812991,0.10258401122748655
2026-06-06 05:18:02,226675.0,151659.0,74964.0,3912740.0,25.0,43725330494764752,5085485069889206,5085485069887464,43719126377359897,217.0,395434.0,39146432503077,17956556750872,17956556750846,39136381878020,0.6690592257637586,0.3307113709054814,6.389384421147329e-06,97615427011901319,3.4646682008311813e-09,0.00018989221587985828,0.8971148313560019,0.10203379432238505
2026-06-06 05:33:01,228067.0,154185.0,73824.0,3900388.0,20.0,43727178416587077,5085677670464560,5085677670458992,43720973975817864,160.0,408849.0,39148035017690,17957202251702,17957202251670,39137983984045,0.6760513357916752,0.3236943529752222,5.1276949882934724e-06,97619507733328493,3.5815016043413294e-09,0.00022714477396661297,0.8951869521015294,0.10401283692465446
2026-06-06 05:48:01,233195.0,158271.0,74870.0,3998597.0,31.0,43729140233238577,5085874298548089,5085874298549826,43722935449853121,498.0,437503.0,39149735657940,17957869186142,17957869186116,39139684187032,0.6787066618066425,0.3210617723364566,7.752719266282649e-06,97623824280189613,3.8352120590462026e-09,0.0003290572105674373,0.8937474445363786,0.10544581578631705
2026-06-06 06:03:02,238712.0,162906.0,75759.0,4075402.0,24.0,43731239067809874,5086086943740365,5086086943739757,43725033925070029,694.0,480606.0,39151552378265,17958580021021,17958580020986,39141500426791,0.6824374141224572,0.3173656959013372,5.888989601516611e-06,97628446880360025,4.214159031859094e-09,0.0001600770957164016,0.8893372729754468,0.10983067400541999
2026-06-06 06:18:01,243651.0,167386.0,76202.0,4185006.0,31.0,43733556631421003,5086301173058190,5086301173053880,43727351062860551,984.0,573520.0,39153554438232,17959329196629,17959329196585,39143501913266,0.6869908188351371,0.3127506146086,7.407396787483698e-06,97633510040393624,5.029990849193531e-09,4.3587193759605326e-05,0.886483366733467,0.11265836680399323
2026-06-06 06:33:01,248973.0,172734.0,76186.0,4248390.0,25.0,43736034406740325,5086535149917519,5086535149917490,43729828404114870,851.0,583436.0,39155694460464,17960124076630,17960124076592,39145641352786,0.693786073188659,0.30600105232294267,5.8845821593591925e-06,97638933110690204,5.115381696786034e-09,3.21731688640941e-05,0.8820430973332567,0.11708459613021124
2026-06-06 06:48:01,253302.0,176645.0,76605.0,4344415.0,37.0,43738804791248355,5086796278314184,5086796278310492,43732598345774959,681.0,604550.0,39158085633178,17961005411837,17961005411787,39148031920957,0.6973691482893937,0.3024255631617595,8.516681762676908e-06,97644995693647990,5.298441010943173e-09,2.8870953254718796e-05,0.8775014774307519,0.12165417730614758
2026-06-06 07:03:01,263390.0,186412.0,76890.0,4513057.0,34.0,43741835347374398,5087077847551280,5087077847535173,43735628441711971,716.0,662497.0,39160702044861,17961974816865,17961974816812,39150647669960,0.7077413721097991,0.2919245225710923,7.533696117731285e-06,97651619484172822,5.805674811397254e-09,4.639517490181021e-05,0.8710571808088062,0.1281402734115652
2026-06-06 07:18:01,274981.0,195141.0,79771.0,4673786.0,43.0,43745201311987085,5087396711681908,5087396711673690,43738993894905470,807.0,796607.0,39163609948746,17963058616915,17963058616873,39153554777527,0.7096526669115321,0.2900964066608238,9.200250075634613e-06,97658988630248153,6.979964040938291e-09,5.899272316787735e-05,0.8667092028580521,0.13247852345997105
2026-06-06 07:33:01,278851.0,199194.0,79571.0,4681805.0,60.0,43748812440729697,5087730201939820,5087730201933050,43742604480174103,1036.0,782877.0,39166724659863,17964207567777,17964207567693,39156668706269,0.714338481841557,0.28535310972526545,1.2815570063255519e-05,97666877324776670,6.861274322751821e-09,3.979636993432007e-05,0.86208220979525,0.13700935055507976
2026-06-06 07:48:02,288493.0,207374.0,81043.0,4818427.0,49.0,43752734008129266,5088086358429323,5088086358424729,43746525491151818,1231.0,852537.0,39170104755859,17965451600134,17965451600083,39160047949612,0.7188181342354927,0.280918427830138,1.016929383800979e-05,97675432216135136,7.472082182617908e-09,4.919252844835657e-05,0.857524141440719,0.14162370254706216
2026-06-06 08:03:01,300139.0,218281.0,81777.0,4971549.0,69.0,43756918444548597,5088473976821559,5088473976812295,43750709327735281,998.0,905905.0,39173719260373,17966786578828,17966786578770,39163661547641,0.727266366583483,0.27246375845858084,1.387897413864371e-05,97684575725917732,7.936426261680793e-09,6.802936337172509e-05,0.8507655385156657,0.14836254904442475
2026-06-06 08:18:02,313592.0,231125.0,82367.0,5147444.0,63.0,43761496212289978,5088900999704852,5088900999686430,43755286424633510,1233.0,1019683.0,39177677165905,17968254007683,17968254007597,39167618433335,0.7370245414423837,0.2626565728717569,1.2239084096883812e-05,97694584636314770,8.933320683698837e-09,8.040308747855918e-05,0.8479433960492421,0.1511246973060236
2026-06-06 08:33:01,315959.0,236719.0,79067.0,5129921.0,90.0,43766241011181329,5089343249567397,5089343249544913,43760030532434742,663.0,1056975.0,39181788870240,17969779597319,17969779597213,39171729080599,0.7492079668564592,0.2502444937476065,1.7544129821882248e-05,97704958042728381,9.253736327833532e-09,0.00010675977793966188,0.8433149846332234,0.15581275590946772
2026-06-06 08:48:01,334036.0,253038.0,80926.0,5353502.0,70.0,43771296758775058,5089824407941379,5089824407929165,43765085535628040,1239.0,1176947.0,39186183766762,17971435496196,17971435496125,39176122799883,0.7575171538397059,0.24226730053048173,1.3075553161276488e-05,97716031110273642,1.0307372116999823e-08,9.375820384283625e-05,0.8385895785179095,0.16052498343605065
2026-06-06 09:03:01,339408.0,259913.0,79404.0,5396208.0,79.0,43776483384329814,5090329966995967,5090329966972963,43770271389000323,1659.0,1277649.0,39190709108744,17973164572922,17973164572805,39180646863577,0.7657833639749211,0.2339485221326545,1.4639910099833068e-05,97727414707299067,1.1190814428047128e-08,0.00013079630033321915,0.8328337720918657,0.16628725358911275
2026-06-06 09:18:01,357597.0,276312.0,81189.0,5623820.0,105.0,43782043137880794,5090872605037685,5090872605014008,43775830286151460,1220.0,1418258.0,39195570857890,17975034194772,17975034194662,39185507194432,0.7726910460658227,0.22704049530616868,1.8670583340149577e-05,97739618634083947,1.2415496950545565e-08,0.0001303099359774874,0.8293879298528771,0.16971472983182262
2026-06-06 09:33:01,356619.0,277140.0,79381.0,5538911.0,91.0,43787630493886483,5091432647268598,5091432647235770,43781416782234595,1780.0,1419229.0,39200471501389,17976943236578,17976943236464,39190406418316,0.7771318970666173,0.22259329985222323,1.6429222278530924e-05,97751912570625446,1.2427407652170002e-08,0.00011589759597479922,0.8268838697701818,0.1721867403878397
2026-06-06 09:48:01,371790.0,290679.0,81008.0,5734255.0,110.0,43793495200138513,5092026675362607,5092026675344503,43787280556848184,1575.0,1537105.0,39205630151556,17978965313085,17978965312973,39195563530978,0.781836520616477,0.21788644127060974,1.9182962738838785e-05,97764829107693807,1.3454807469913411e-08,0.00016330001602188836,0.8226093845831479,0.17649342486350583
2026-06-06 10:03:01,383180.0,302475.0,80581.0,5872558.0,113.0,43799577413817722,5092657297725170,5092657297692445,43793361849481301,1630.0,1604021.0,39210995242782,17981097449620,17981097449493,39200927018079,0.789380969779216,0.2102954225168328,1.924204069163727e-05,97778253858716638,1.403858704984967e-08,0.00016602460238644993,0.8185197846337919,0.1806455282503159
2026-06-06 10:18:02,390675.0,309829.0,80731.0,5974935.0,139.0,43805819350232589,5093292543682514,5093292543650477,43799602812669222,1648.0,1701016.0,39216513409120,17983298603307,17983298603172,39206443483668,0.793060728226787,0.2066449094515902,2.3263851405914877e-05,97792007250234802,1.4884785707988965e-08,0.00016560556434696205,0.8153144718714559,0.1838083759614323
